title,runtime,rating,profit
The Words,102,7.1,$11.49M
My So-Called Life,60,8.4,"17,790"
The Hero,96,6.5,$4.08M
The Man in the Moon,99,7.4,$2.85M
Mad About You,22,6.6,"18,842"
Adoration,112,6.2,$0.32M
Ice Age: Collision Course,94,5.7,$64.06M
"Two Guys, a Girl and a Pizza Place",30,7.4,"14,822"
Big Eyes,106,7.0,$14.48M
Acrimony,120,5.8,$43.55M
Lois & Clark: The New Adventures of Superman,46,6.8,"19,210"
Career Opportunities,83,5.9,$11.34M
Aladdin and the King of Thieves,81,6.4,"29,949"
How Do You Know,121,5.4,$30.21M
The Discovery,102,6.3,"24,714"
Australia,165,6.6,$49.55M
Cocktail,104,5.9,$78.22M
Date Night,88,6.3,$98.71M
Jane Eyre,112,6.8,$5.20M
Photograph,110,6.9,$0.34M
Switched at Birth,60,7.8,"21,686"
Nick and Norah's Infinite Playlist,90,6.7,$31.49M
A Star Is Born,111,7.6,$4.36M
Sweet November,119,6.7,$25.29M
Dharma & Greg,30,6.3,"26,792"
Who's the Boss?,30,6.6,"9,669"
Step Up 2: The Streets,98,6.3,$58.02M
Begin Again,104,7.4,$16.17M
Sex and the City,145,5.6,$152.65M
Lifeforce,101,6.1,$11.60M
The Return of Jafar,69,5.9,"23,900"
A Single Man,99,7.6,$9.17M
The One I Love,91,7.1,$0.51M
The Quick and the Dead,107,6.4,$18.64M
Stealing Beauty,118,6.6,$4.57M
Man Up,88,6.8,"44,508"
Anger Management,22,6.6,"28,992"
First Girl I Loved,90,6.0,"2,540"
Felicity,60,6.8,"9,597"
Submission,24,5.6,"1,175"
Disappearance,79,4.3,51
Café Society,96,6.6,$11.10M
Chocolat,121,7.3,$71.51M
Great Expectations,111,6.8,$26.33M
Waitress,108,7.0,$19.07M
Hollyoaks,30,5.0,"3,648"
Rings,102,4.5,$27.78M
Grace Under Fire,30,6.3,"2,957"
Suite Française,107,7.0,"20,078"
Colonia,106,7.1,"41,924"
The Carrie Diaries,42,7.1,"24,680"
Bull Durham,108,7.1,$50.89M
My Fair Lady,170,7.9,$72.00M
Speed 2: Cruise Control,121,3.8,$48.61M
The Adventures of Buckaroo Banzai Across the 8th Dimension,103,6.4,$6.25M
High Fidelity,113,7.5,$27.28M
Rebecca,130,8.1,$4.36M
De rouille et d'os,120,7.5,$2.06M
Pitch Perfect 4,,,
Mistresses,43,7.1,"12,046"
Rio Grande,105,7.2,"12,726"
Bitter Moon,139,7.2,$1.86M
You've Got Mail,119,6.6,$115.82M
Mannequin,90,5.8,$42.72M
The Holiday,138,6.9,$63.22M
Staircase,96,5.4,684
"Mektoub, My Love: Intermezzo",212,4.2,165
What Dreams May Come,113,7.0,$55.49M
George of the Jungle,92,5.5,$105.26M
St. Elmo's Fire,110,6.4,$37.80M
The Host,125,5.9,$26.63M
A Little Chaos,112,6.5,$0.55M
Camp Rock,94,5.2,"26,970"
The Apartment,125,8.3,$18.60M
Imagine Me & You,90,6.8,$0.67M
McLintock!,127,7.2,"11,622"
Breathe,118,7.1,$0.49M
Music and Lyrics,96,6.5,$50.57M
Safety Not Guaranteed,86,7.0,$4.01M
The Unbearable Lightness of Being,171,7.4,$10.01M
The Break-Up,106,5.8,$118.70M
God's Own Country,104,7.7,$0.34M
Song to Song,129,5.7,$0.44M
Paper Towns,109,6.3,$32.00M
A Room with a View,117,7.3,$20.97M
Endless Love,104,6.3,$23.39M
The Thomas Crown Affair,102,7.0,"20,406"
Honey,94,5.3,$30.22M
Knight of Cups,118,5.7,$0.56M
The Bridges of Madison County,135,7.6,$71.52M
Private School,89,5.2,$14.05M
The Switch,101,6.1,$27.76M
Me and Earl and the Dying Girl,105,7.8,$6.74M
Red River,133,7.8,"25,552"
The Thomas Crown Affair,113,6.8,$69.30M
WandaVision,,,
Deuce Bigalow: Male Gigolo,88,5.7,$65.54M
Lady Macbeth,89,6.9,$1.13M
Nine,118,5.8,$19.66M
Hatfields & McCoys,290,8.0,"22,395"
My Father the Hero,90,5.5,$25.48M
Fiddler on the Roof,181,8.0,$80.50M
Selfie 69,116,6.7,"1,147"
Winter's Tale,118,6.2,$0.02M
Shallow Hal,114,5.9,$70.84M
Killers,100,5.4,$47.06M
Sing Street,106,8.0,$3.24M
To All the Boys I've Loved Before 2,,,
Crazy Heart,112,7.3,$39.46M
The Lucky One,101,6.5,$60.46M
Wanderlust,98,5.6,$17.23M
Return to the Blue Lagoon,102,5.2,$2.81M
Enough Said,93,7.0,$17.54M
Zoe,104,6.1,"5,497"
"Se, jie",157,7.6,$4.60M
Frida,123,7.4,$25.89M
Working Girl,113,6.8,$64.00M
Beauty and the Beast,60,7.1,"5,585"
Silverado,133,7.2,$33.20M
Against All Odds,128,5.9,$25.10M
Far from the Madding Crowd,119,7.1,$12.23M
Van Wilder,92,6.4,$21.01M
The Sisterhood of the Traveling Pants 2,119,6.2,$44.09M
The Remains of the Day,134,7.9,$22.95M
Moonlighting,60,7.6,"16,450"
Tamara Drewe,107,6.2,$0.56M
Sleepover,89,5.4,$9.44M
The Last Post,60,7.2,"1,834"
"I Love You, Man",105,7.0,$71.44M
Naked,96,5.4,"14,266"
Red Riding Hood,100,5.5,$37.66M
Den blomstertid nu kommer,129,6.4,"4,639"
The Little Mermaid,,,
Sydney White,108,6.3,$11.89M
La migliore offerta,131,7.8,$0.09M
L'uomo che guarda,97,5.7,"2,641"
Thelma,116,7.0,$0.15M
Baby Boom,110,6.2,$26.71M
All I See Is You,109,5.4,$0.22M
Single in South Beach,95,5.8,45
Robin Hood,83,7.6,$32.06M
Sleeping Beauty,75,7.3,$51.60M
The To Do List,104,5.8,$3.45M
The Artist,100,7.9,$44.67M
Roman Holiday,118,8.1,"117,820"
United States of Tara,30,7.9,"20,441"
The First Time,95,6.9,$0.02M
The Karate Kid Part II,113,6.0,$115.10M
The Tomorrow Man,94,5.7,$0.35M
Beastly,86,5.6,$27.87M
Shortbus,101,6.5,$1.99M
The Age of Innocence,139,7.2,$32.20M
Dear John,108,6.3,$80.01M
Kuzgun,120,8.5,877
It's Complicated,120,6.6,$112.74M
While You Were Sleeping,103,6.7,$81.06M
The Game,21,6.8,"3,592"
On the Road,124,6.1,$0.72M
A.I. Rising,85,6.1,"6,877"
Intolerable Cruelty,100,6.3,$35.33M
The Lifeguard,98,5.6,"13,378"
Varsity Blues,106,6.5,$52.89M
Bolívar: Una lucha admirable,,7.5,70
Supergirl,124,4.4,$13.60M
Penelope,104,6.8,$10.01M
The Five-Year Engagement,124,6.2,$28.84M
Cold Feet,45,8.2,"3,410"
Stranger Than Fiction,113,7.6,$40.14M
Benny & Joon,98,7.2,$23.20M
In Your Eyes,106,7.0,"28,773"
Snow Bride,84,6.9,"2,394"
Hannah Montana: The Movie,102,4.4,$79.57M
A Goofy Movie,78,6.8,$35.35M
Martin,30,7.4,"6,697"
Elf,97,6.9,$173.40M
The New World,135,6.7,$12.71M
Fruits Basket,23,8.3,246
Shrek Forever After,93,6.3,$238.37M
Fool's Gold,112,5.7,$70.23M
The Reports on Sarah and Saleem,127,7.3,497
Let's Make Love,119,6.5,$6.54M
Blue Lagoon: The Awakening,85,5.6,"12,382"
Near Dark,94,7.0,$3.37M
Urban Cowboy,132,6.3,$53.30M
Made of Honor,101,5.9,$46.01M
Adventureland,107,6.8,$16.03M
Dragon: The Bruce Lee Story,120,7.0,$35.11M
The Wizard,96,6.1,$14.28M
No Way Out,114,7.1,$35.51M
Step Up 3D,107,6.2,$42.40M
The Time Machine,103,7.6,"33,067"
Soap,30,8.2,"5,382"
The Road to El Dorado,89,6.9,$50.86M
Anomalisa,90,7.3,$3.76M
The Immigrant,120,6.6,$2.01M
Blue Night,91,4.3,$0.01M
Osmosis,55,5.9,"1,611"
All About Anna,91,4.4,"1,872"
The Prince & Me,111,5.9,$28.18M
Mermaids,110,6.6,$35.42M
Stuck in Love.,97,7.2,$0.08M
The Time Traveler's Wife,107,7.1,$63.41M
I Now Pronounce You Chuck & Larry,115,6.0,$120.06M
Another Cinderella Story,90,5.9,"24,781"
The American President,114,6.8,$65.00M
Nobody's Fool,110,4.6,$31.71M
Gia,120,7.0,"37,976"
Love in the Afternoon,130,7.3,"12,468"
The Great Gatsby,144,6.4,"22,062"
The Diary of a Teenage Girl,102,6.9,$1.48M
Charlie Bartlett,97,7.0,$3.95M
Zoo,95,5.4,412
Contes immoraux,103,5.7,"3,407"
Queen of the Desert,128,5.7,"8,581"
Rebecca,,,
Open Range,139,7.5,$58.33M
How to Talk to Girls at Parties,102,5.8,$0.08M
SPF-18,75,3.3,"3,265"
The Saint,116,6.2,$61.36M
Now and Then,100,6.8,$27.40M
The Back-up Plan,104,5.4,$37.49M
Happy Feet,108,6.5,$198.00M
Table 19,87,5.8,$3.61M
Angels in America,352,8.3,"24,450"
Out of Sight,123,7.0,$37.56M
Two Moon Junction,104,5.0,$1.55M
The Constant Gardener,129,7.4,$33.58M
The Cider House Rules,126,7.4,$57.55M
Brother Orchid,88,7.0,"2,190"
Hondo,83,7.1,"8,413"
Robin Hood,60,7.5,"14,978"
Little Fockers,98,5.5,$148.38M
Romeo & Juliet,113,5.8,$1.16M
Spider-Man,23,8.3,"23,185"
Wiedzmin 3: Dziki Gon,,9.7,"12,923"
Green Dolphin Street,141,6.9,"1,197"
The Parent Trap,129,7.1,"17,022"
Fruitvale Station,85,7.5,$16.10M
Charade,113,8.0,$13.47M
Corpse Bride,77,7.4,$53.36M
Odd Thomas,97,6.9,"44,013"
Rumor Has It...,97,5.5,$43.00M
On Chesil Beach,110,6.3,$0.75M
Howards End,142,7.5,$25.97M
NewsRadio,23,7.9,"12,172"
In Her Shoes,130,6.5,$32.88M
What to Expect When You're Expecting,110,5.7,$41.15M
"Move Over, Darling",103,7.0,"4,756"
Lucas,100,6.9,$8.20M
Life in a Year,,,
North & South,235,8.7,"27,185"
Scrooged,101,7.0,$60.33M
Serendipity,90,6.9,$50.29M
The Secret Circle,45,7.4,"43,287"
Starman,115,7.0,$28.70M
The Duchess,110,6.9,$13.82M
New Year's Eve,113,5.7,$54.54M
Days of Heaven,94,7.9,"45,877"
A Dangerous Method,99,6.4,$5.70M
What's Your Number?,106,6.1,$14.01M
The In Between,,,
Bachelorette,87,5.3,$0.45M
The Princess Diaries 2: Royal Engagement,113,5.8,$95.17M
J. Edgar,137,6.6,$37.31M
Runaway Bride,116,5.5,$152.26M
Rio Lobo,114,6.8,$9.27M
The Rules of Attraction,110,6.7,$6.53M
Being Mary Jane,60,7.5,"3,337"
Sailing Into Love,84,6.7,402
The Last Seduction,110,7.1,$6.14M
Phantom of the Paradise,91,7.4,"14,512"
Election,103,7.3,$14.88M
"Yours, Mine & Ours",88,5.5,$53.41M
Nights in Rodanthe,97,6.0,$41.85M
Kurt Seyit ve Sura,46,6.8,"2,541"
Burying the Ex,89,5.4,"9,135"
Dark Shadows,45,7.6,"1,645"
Like Crazy,86,6.7,$3.41M
Along Came Polly,90,5.9,$88.10M
The Kissing Booth 2,,,
Employee of the Month,103,5.5,$28.44M
By the Sea,122,5.3,$0.53M
Under the Tuscan Sun,113,6.8,$43.61M
If Loving You Is Wrong,30,5.9,"1,030"
Der Himmel über Berlin,128,8.1,$3.21M
The Catch,43,7.2,"9,570"
Sliding Doors,99,6.7,$11.88M
Water for Elephants,120,6.9,$58.71M
The Kids Are All Right,106,7.0,$20.81M
Chroniques sexuelles d'une famille d'aujourd'hui,85,5.3,"3,533"
Where Hands Touch,122,5.6,$0.07M
Lone Wolf McQuade,107,6.4,$12.23M
A Walk on the Moon,107,6.6,$4.74M
Agent Cody Banks,102,5.1,$47.81M
Wicked,,,
Lady and the Tramp,76,7.3,$93.60M
Another Earth,92,7.0,$1.32M
Degrassi Junior High,30,8.2,"2,454"
Garden State,102,7.5,$26.78M
It Takes Two,101,5.9,$19.47M
Going Postal,185,7.8,"7,469"
Uncharted 4: A Thief's End,,9.6,"15,889"
An Unfinished Life,108,7.0,$8.59M
My Big Fat Greek Wedding 2,94,6.0,$59.57M
Manhattan,96,8.0,$45.70M
Lady and the Tramp,,,
Six Days Seven Nights,98,5.8,$74.33M
The Hottie & the Nottie,91,1.9,$0.03M
The Late Bloomer,90,5.2,"6,960"
Gnomeo & Juliet,84,6.0,$99.97M
After the Storm,,6.0,51
Un couteau dans le coeur,102,6.2,$0.03M
"Mektoub, My Love: Canto Uno",181,6.5,"1,802"
Explorers,109,6.6,$9.87M
L'amant double,107,6.2,$0.17M
Blue Crush,104,5.7,$40.39M
Casanova,112,6.5,$11.29M
Real Genius,108,7.0,$13.00M
Get Over It,87,5.8,$11.56M
Perfect,115,4.3,$12.92M
Equals,101,6.1,$0.03M
Weathering With You,,,
Famous in Love,42,7.0,"5,161"
Entrapment,113,6.3,$87.70M
The Erotic Traveler,,5.9,250
Athena,95,5.8,369
Rules Don't Apply,127,5.7,$3.65M
One Crazy Summer,93,6.4,$13.43M
Picture of Beauty,70,3.6,394
Malcolm X,202,7.7,$48.17M
Chasing Amy,113,7.3,$12.01M
Rachel Getting Married,113,6.7,$12.80M
Once Upon a Time in Wonderland,42,7.0,"10,835"
Submergence,112,5.4,"5,537"
Coupling,30,8.6,"40,316"
The New Romantic,82,5.8,"1,111"
Last Night,93,6.6,$0.10M
Faking It,21,7.4,"12,997"
Bobby Jones: Stroke of Genius,120,6.7,$2.69M
Love Story,100,6.9,$106.40M
Femme Fatales,30,6.0,"1,346"
Hair,121,7.6,$15.28M
Spread,97,5.9,$0.25M
Santa Barbara,45,5.7,"2,120"
Two Night Stand,86,6.4,$0.02M
The Nutty Professor,95,5.6,$128.81M
Merlin,182,7.1,"19,412"
Reality Bites,99,6.6,$20.98M
The Jane Austen Book Club,106,6.8,$3.57M
Labor Day,111,6.9,$13.36M
Muhtesem Yüzyil,90,6.6,"13,425"
Trois couleurs: Rouge,99,8.1,$4.04M
Message in a Bottle,126,6.2,$52.88M
El Dorado,126,7.6,$12.97M
Blast from the Past,112,6.6,$26.49M
Wild Child,98,6.1,$0.02M
The Prince and the Showgirl,115,6.7,"6,939"
As Time Goes By,60,8.2,"3,422"
Vision Quest,107,6.6,$12.90M
Sea of Love,113,6.8,$58.57M
Down to You,91,5.0,$20.04M
Slackers,86,5.3,$4.81M
Rumble Fish,94,7.2,$2.49M
Breaking Away,101,7.7,$16.42M
Dirty Dancing,130,3.1,"5,354"
Ashes in the Snow,98,6.7,"3,983"
The 10th Kingdom,417,8.4,"16,434"
Waterloo Road,53,7.3,"2,455"
Hit the Floor,60,7.2,"2,253"
Solaris,99,6.2,$14.97M
It's Kind of a Funny Story,101,7.1,$6.35M
Chung Hing sam lam,102,8.1,$0.60M
She's Gotta Have It,84,6.7,$7.14M
But I'm a Cheerleader,85,6.6,$2.21M
Frances Ha,86,7.4,$4.06M
Good Bye Lenin!,121,7.7,$4.06M
LOL,97,4.4,$0.05M
The Family Man,125,6.8,$75.79M
City of Angels,114,6.7,$78.69M
Think Like a Man,122,6.6,$91.55M
Frankenstein,123,6.4,$22.01M
Zoey 101,30,6.0,"12,245"
Far and Away,140,6.6,$58.88M
Perfect Sense,92,7.1,$0.00M
Kimse Bilmez,120,8.4,67
Kyss mig,105,6.9,"8,513"
Emma,120,6.7,$22.20M
Cesur Ve Güzel,120,6.5,"3,347"
Waiting to Exhale,124,5.8,$67.05M
Confessions of a Dangerous Mind,113,7.1,$16.00M
Dave,110,6.8,$63.27M
Nowhere Boy,98,7.1,$1.45M
American Me,125,7.2,$13.09M
Duck Butter,93,5.2,$0.01M
Life After Beth,89,5.6,$0.08M
One Life to Live,60,7.0,"2,050"
Dear White People,108,6.1,$4.40M
Kill Your Darlings,104,6.5,$1.03M
Step Up All In,112,6.0,$14.90M
So I Married an Axe Murderer,93,6.4,$11.59M
Lust Stories,120,6.6,"7,770"
Phenomenon,123,6.4,$104.64M
Final Fantasy: The Spirits Within,106,6.4,$32.13M
The Lizzie McGuire Movie,94,5.5,$42.67M
Kenpû denki beruseruku,22,8.5,"23,982"
Fi,60,8.0,"6,459"
Baby Boy,130,6.4,$28.73M
En man som heter Ove,116,7.7,$3.36M
Salute Your Shorts,30,8.3,"4,760"
Blame It on Rio,100,5.7,$18.64M
Peggy Sue Got Married,103,6.4,$41.38M
Donovan's Reef,109,6.9,"7,134"
90 Day Fiancé,60,6.0,697
What Happens in Vegas,99,6.1,$80.28M
Heartbreakers,123,6.2,$40.34M
Tell It to the Marines,103,7.9,$0.74M
Chasing Life,60,7.9,"5,329"
Meitantei Conan,25,8.4,"9,490"
Victoria,138,7.7,"45,101"
Center Stage,115,6.7,$17.17M
To Rome with Love,112,6.3,$16.69M
Life on Top,30,6.6,409
Effie Gray,104,5.9,$0.34M
Crossroads,93,3.4,$37.19M
As the World Turns,60,6.2,"1,704"
Justice League,22,8.6,"36,810"
Somewhere in Time,103,7.3,$9.71M
Alex Strangelove,99,6.3,"11,493"
Just Married,95,5.5,$56.13M
Sands of Iwo Jima,100,7.2,"8,714"
Two Weeks Notice,101,6.1,$93.35M
The Man from Snowy River,102,7.3,$20.66M
Army Wives,60,7.3,"5,980"
Summer Villa,84,6.8,"1,501"
A Woman Under the Influence,155,8.2,$13.34M
Knots Landing,60,6.8,"2,017"
Titanic II,90,1.6,"10,032"
Prityazhenie,117,5.5,"7,521"
One for the Money,91,5.3,$26.41M
Meteor Garden,45,8.3,"1,693"
The Neighbor,105,5.2,"3,469"
Earth Girls Are Easy,100,5.3,$3.92M
Daria,30,8.1,"21,643"
Jamón Jamón,95,6.5,$0.94M
Wilde,118,6.9,$2.16M
Dream Wife,100,6.0,"1,566"
The Misfits,125,7.4,"15,701"
The Pink Panther,115,7.2,$10.88M
Dog Days,113,6.2,$6.81M
The Legend of Zorro,129,6.0,$46.46M
The Love Guru,87,3.8,$32.24M
The Reluctant Debutante,94,6.9,"1,178"
Gegen die Wand,121,7.9,"47,264"
Laggies,99,6.4,$0.44M
Birdemic: Shock and Terror,105,1.8,"19,216"
Atlantis,45,6.7,"10,046"
Howards End,240,7.3,"2,850"
Wicker Park,114,7.0,$12.83M
40 Days and 40 Nights,96,5.6,$37.95M
Oklahoma!,145,7.2,"10,306"
Their Finest,117,6.8,$3.60M
Sid and Nancy,112,7.1,$2.83M
Jongens,78,7.4,"10,778"
Holding the Man,127,7.3,"8,707"
Modern Times,87,8.5,$0.16M
Kaze tachinu,126,7.8,$5.21M
Bridget Jones: The Edge of Reason,108,6.0,$40.23M
Amour,127,7.9,$6.74M
Daughters Courageous,107,6.7,506
The Guiding Light,60,6.5,"1,343"
For Love of the Game,137,6.6,$35.17M
Dallas,42,7.2,"9,697"
Letters to Juliet,105,6.6,$53.03M
Film Stars Don't Die in Liverpool,105,6.7,$1.03M
The Wedding Planner,103,5.3,$60.40M
The Normal Heart,132,7.9,"31,235"
The Quiet Man,129,7.8,$10.55M
Merlí,58,8.7,"4,978"
She's Having a Baby,106,5.9,$16.03M
The Exception,107,6.8,$0.61M
"Angus, Thongs and Perfect Snogging",100,6.3,"23,932"
Killing Me Softly,100,5.5,"16,230"
The Sessions,95,7.2,$6.00M
Beautiful Girls,112,7.2,$10.60M
The Best Exotic Marigold Hotel,124,7.3,$46.41M
Spies of Warsaw,120,6.8,"1,967"
La Femme Nikita,60,7.5,"8,432"
The Year of Living Dangerously,115,7.2,$10.28M
Save the Last Dance,112,6.2,$91.06M
Z-O-M-B-I-E-S,94,6.3,"2,309"
A Perfect Ending,110,5.8,"3,415"
Jersey Girl,102,6.2,$25.27M
Shigatsu wa kimi no uso,23,8.2,"9,504"
Larry Crowne,98,6.1,$35.61M
The Invention of Lying,100,6.4,$18.44M
The Innocents,60,6.3,"4,496"
Shi mian mai fu,119,7.6,$11.05M
Always,122,6.4,$43.86M
Eobiseu,60,7.2,183
En kongelig affære,137,7.6,$1.55M
All the Bright Places,,,
The Bounty,132,7.1,$8.60M
L'homme fidèle,75,6.3,683
A Night at the Roxbury,82,6.2,$30.32M
Some Kind of Beautiful,99,5.7,"12,082"
Blue Heelers,60,6.8,744
City Lights,87,8.5,$0.02M
Damage,111,6.9,$7.53M
The Mexican,123,6.1,$66.81M
Maid in Manhattan,105,5.2,$94.01M
The Next Step,30,6.1,"1,343"
Pillow Talk,102,7.5,$18.75M
The Leisure Seeker,112,6.7,$3.23M
Monella,105,5.2,"2,753"
Thirtysomething,60,7.4,"1,963"
Dan in Real Life,98,6.8,$47.64M
The Young Victoria,105,7.3,$11.00M
Harold and Maude,91,8.0,"65,406"
La môme,140,7.6,$10.30M
Escape from Pleasure Planet,81,3.9,288
Hitchcock,98,6.8,$6.01M
Rebel in the Rye,106,6.7,$0.38M
Lady Chatterley's Lover,89,6.4,"2,340"
High School Musical 3: Senior Year,112,4.7,$90.56M
Little Things,16,8.3,"2,184"
Only You,115,6.5,$20.04M
The Comancheros,107,6.9,"7,413"
Gargoyles,30,8.1,"12,590"
Branagh Theatre Live: Romeo and Juliet,165,8.1,236
Arthur,97,6.9,$95.46M
Haters Back Off!,30,6.1,"6,304"
The Escort,88,6.0,"10,267"
Babes in Toyland,140,5.4,"2,637"
The Best Years of Our Lives,170,8.1,$23.65M
Love in the Sun,,5.4,292
The Bachelor,60,3.2,"5,568"
Fever Pitch,104,6.2,$42.07M
Girl with a Pearl Earring,100,6.9,$11.63M
Great Expectations,128,6.4,$0.26M
"I Love You, Beth Cooper",102,5.3,$14.79M
Blue Iguana,100,5.4,"1,503"
Superstar,81,5.1,$30.63M
Fools Rush In,109,6.1,$29.29M
Coming Home,127,7.3,$32.65M
"Honey, I Blew Up the Kid",89,4.8,$58.66M
Lost and Delirious,103,7.0,$0.30M
37°2 le matin,120,7.4,$2.00M
Goodnight Sweetheart,30,7.5,"2,083"
Girls Just Want to Have Fun,90,6.0,$6.33M
Betrayed,108,6.1,$1.97M
Tres metros sobre el cielo,118,7.1,"21,251"
Boomerang,117,5.5,$70.10M
Poetic Justice,109,6.0,$27.52M
American Kamasutra,88,3.1,116
L'amant,115,6.9,$4.90M
The Flintstones in Viva Rock Vegas,90,3.6,$35.27M
Re: Zero kara hajimeru isekai seikatsu,24,8.0,"5,618"
Starter for 10,92,6.7,$0.21M
The Woman in Red,87,5.9,$25.30M
A Midsummer Night's Dream,116,6.4,$16.07M
Appaloosa,115,6.7,$20.21M
North and South,561,8.1,"8,752"
Singles,99,6.7,$18.47M
"Paris, je t'aime",120,7.3,$4.86M
Salmon Fishing in the Yemen,107,6.8,$9.03M
Raise Your Voice,103,5.9,$10.41M
Tiptoes,90,4.6,"4,165"
Palmeras en la nieve,163,7.4,"8,203"
Bakjwi,135,7.2,$0.30M
Kiseijû: Sei no kakuritsu,22,8.4,"17,305"
Perfect Strangers,102,7.1,961
Henry's Crime,108,6.0,$0.10M
Smultronstället,91,8.2,"84,545"
Weekend,97,7.6,$0.46M
Teen Witch,90,6.2,$0.03M
Submarine,97,7.3,$0.47M
Teströl és lélekröl,116,7.6,"19,117"
All About Steve,99,4.8,$33.86M
Kalank,166,3.6,$2.73M
The Day the Earth Caught Fire,99,7.2,"4,131"
Me Him Her,98,5.4,"1,364"
The Outlaw,116,5.5,"3,588"
Ellen,30,6.2,"4,722"
Where the Heart Is,120,6.8,$33.77M
Our Chemical Hearts,,,
My Cousin Rachel,106,6.0,$2.68M
Set It Off,123,6.9,$36.05M
America's Sweethearts,102,5.7,$93.61M
A Life Less Ordinary,103,6.4,$4.27M
Rush,120,6.7,$7.24M
How I Live Now,101,6.5,$0.06M
Take a Girl Like You,101,6.9,536
Bizim Hikaye,120,6.6,"1,203"
Still Standing,30,7.6,"6,880"
The Shootist,100,7.7,"20,187"
Jenny's Wedding,94,5.5,$0.00M
Pan Am,42,7.0,"18,159"
Star-Crossed,60,7.4,"16,055"
Ghosts of Girlfriends Past,100,5.8,$55.25M
Once,86,7.9,$9.44M
Wild Orchid,105,4.6,$11.06M
The Railway Man,116,7.1,$4.44M
Mansfield Park,112,7.1,$4.76M
The Swan,104,6.5,"2,076"
From Friend to Fiancé,77,6.1,384
Mashina lyubvi,79,4.6,151
Dracula,43,7.4,"26,887"
Her Yerde Sen,120,7.7,42
The Good Girl,93,6.4,$14.02M
The Seven Year Itch,105,7.2,$12.00M
Belle,100,7.4,$10.73M
Red Dog,92,7.4,"15,411"
Funny Face,103,7.1,"23,959"
The Lords of Flatbush,86,5.8,"3,212"
Boxing Helena,107,4.6,$1.80M
Gigli,121,2.4,$6.07M
Agora,127,7.2,$0.62M
Lingerie,30,6.7,387
Grease Live!,140,7.4,"7,973"
Antares,105,6.2,"2,464"
Step Up Revolution,99,6.5,$35.07M
All Good Things,101,6.3,$0.58M
6 Years,79,5.6,"10,130"
Monarch of the Glen,60,7.7,"2,332"
The Next Karate Kid,107,4.4,$8.91M
Valley Girl,99,6.4,$16.80M
Den bästa sommaren,91,7.3,"3,280"
I Love You Phillip Morris,98,6.6,$2.04M
Morden i Sandhamn,45,6.7,"1,245"
Love at First Dance,84,6.7,711
Hable con ella,112,8.0,$9.28M
It Happened One Night,105,8.1,$4.36M
Kate & Leopold,118,6.4,$47.12M
Biutiful,148,7.5,$5.10M
Man Seeking Woman,21,7.7,"8,686"
Purple Rain,111,6.5,$68.39M
High School Musical 2,104,5.0,"49,829"
Xanadu,96,5.2,$22.76M
Inuyasha,24,7.9,"13,124"
Sadie,84,3.7,945
Shadowlands,131,7.3,$25.84M
Byôsoku 5 senchimêtoru,63,7.7,"44,003"
Twin Peaks: The Missing Pieces,91,7.8,"6,489"
Leto,126,7.5,"3,668"
Picket Fences,120,7.8,"3,526"
Seeking a Friend for the End of the World,101,6.7,$6.62M
Fame,60,7.0,"2,771"
Afili Ask,120,8.2,63
Maurice,140,7.7,$3.13M
Notorious,102,8.0,$10.46M
Valley of the Dolls,123,6.0,$44.43M
The Brawler,95,4.7,266
Akame ga Kill!,24,7.9,"11,270"
Uptown Girls,92,6.1,$36.92M
Raising Helen,119,6.0,$37.49M
Catch and Release,124,6.0,$15.27M
Big Night,109,7.3,$11.88M
Loving,123,7.0,$7.70M
Wolf,125,6.2,$65.01M
The Adventures of Robin Hood,102,8.0,$3.98M
Tess,170,7.3,"13,568"
You Again,105,5.8,$25.70M
London Spy,60,7.5,"7,856"
Hope Floats,114,6.0,$60.05M
Dirty Dancing: Havana Nights,86,6.0,$14.16M
Tammy,97,4.9,$84.53M
Grumpy Old Men,103,7.0,$70.17M
Sseulsseulhago Chalranhashin: Dokkaebi,60,8.7,"5,914"
Deep in My Heart,132,6.5,665
The Necessary Death of Charlie Countryman,103,6.4,$0.01M
Paradise Hotel,60,5.4,486
Jailbait,90,4.3,"2,988"
Hereafter,129,6.5,$32.75M
Top Five,102,6.4,$25.28M
Austenland,97,6.3,$2.15M
Bombam,35,8.5,87
Degrassi: Next Class,30,7.0,"2,027"
Exit to Eden,113,4.2,$6.84M
The Pass,88,6.5,"2,815"
Koto no ha no niwa,46,7.6,"25,853"
A Lot Like Love,107,6.6,$21.84M
Tae-yang-eui hoo-ye,60,8.5,"5,081"
Kinsey,118,7.1,$10.21M
The Yellow Handkerchief,102,6.8,$0.32M
A Brush with Love,84,6.3,422
Always Be My Maybe,112,6.8,247
The Young Riders,60,7.9,"1,447"
River of No Return,91,6.7,"9,425"
Please Like Me,29,8.4,"11,863"
Elevator Girl,88,6.4,"1,483"
Notes on a Scandal,92,7.4,$17.51M
Failure to Launch,97,5.6,$88.72M
Jem and the Holograms,118,4.1,$2.18M
Monster-in-Law,101,5.5,$82.93M
Ne le dis à personne,131,7.5,$6.18M
Jane Eyre,230,8.4,"17,907"
Gentlemen Prefer Blondes,91,7.2,$12.00M
Becoming Jane,120,7.1,$18.67M
The Love Letter,88,5.4,$8.28M
Fur: An Imaginary Portrait of Diane Arbus,122,6.5,$0.22M
Forever Young,102,6.3,$55.96M
