title,runtime,rating,profit
Ben 10,12,2.6,"1,535"
Jimmy Neutron: Boy Genius,82,6.0,$80.94M
Monster Musume no Iru Nichijou,23,6.7,"1,036"
Frozen Fever,8,6.9,"11,869"
OK K.O.! Let's Be Heroes,11,7.2,"1,171"
"Be Cool, Scooby-Doo!",23,6.4,"1,411"
Batman: Bad Blood,72,6.8,"16,874"
Fairy gone,23,6.4,91
Kimi no suizô o tabetai,108,7.7,$0.28M
Constantine: City of Demons,90,7.6,"3,711"
The Tick,30,7.9,"8,314"
The Nut Job 2: Nutty by Nature,91,5.5,$28.37M
Star Wars: Detours,,,
Wonder Pets!,22,6.5,"1,067"
Strange Magic,99,5.8,$12.43M
Summer Camp Island,,7.6,409
Bakemono no ko,119,7.7,$0.45M
Gunnm,54,7.3,"4,147"
Yôjû toshi,82,6.8,"5,299"
Ben 10: Omniverse,22,5.9,"2,210"
The Jellies!,,6.5,139
Justice League: War,79,7.3,"26,572"
The Avengers: Earth's Mightiest Heroes,30,8.3,"11,999"
La tortue rouge,80,7.5,$0.92M
The Swan Princess,90,6.5,$9.77M
Totally Spies!,22,7.0,"7,650"
Tarzan,94,4.8,"11,743"
The Proud Family,30,6.3,"5,530"
Vixen,5,7.2,"2,760"
The Last Kids on Earth,,,
Thundercats,30,7.9,"14,662"
Gekijô-ban poketto monsutâ: Maboroshi no pokemon: Rugia bakutan,84,6.1,$43.76M
Curious George,87,6.5,$58.64M
Bill & Ted's Excellent Adventures,30,6.5,"1,482"
Buzz Lightyear of Star Command,30,6.7,"2,421"
Hunter x Hunter,23,8.7,"4,429"
Wild Kratts,26,7.8,773
Kuzu no honkai,22,7.1,684
The Adventures of Tintin Sequel,,,
Kokuriko-zaka kara,91,7.5,$1.00M
Sôru îtâ,24,7.9,"9,911"
Justice League Action,11,7.8,"1,321"
Ben 10: Ultimate Alien,22,7.5,"3,333"
Ginga eiyû densetsu,25,9.1,"1,621"
Alvin and the Chipmunks: Chipwrecked,87,4.4,$133.11M
Lil Dicky: Earth,7,6.0,146
Pokemon the Movie: Mewtwo Strikes Back Evolution,,,
An American Tail: Fievel Goes West,75,6.5,$22.17M
Darkwing Duck,30,7.6,"13,101"
Croc-Blanc,85,7.0,"2,083"
Coonskin,100,6.6,"2,276"
Fruits Basket,24,8.0,"4,756"
Death Parade,24,8.0,"7,352"
Mickey Mouse,4,8.1,"1,499"
Cobain: Montage of Heck,145,7.5,"26,139"
The Wild,94,5.3,$37.38M
Neo Yokio,23,5.8,"2,639"
The Wild Thornberrys,30,6.7,"11,358"
The New Scooby-Doo Movies,83,7.7,"3,522"
Digimon: Digital Monsters,24,7.3,"18,737"
Kono sekai no katasumi ni,129,7.8,"6,143"
The Spectacular Spider-Man,23,8.1,"8,949"
Star Wars: The Clone Wars,98,5.9,$35.16M
Codename: Kids Next Door,30,7.2,"14,517"
Kronk's New Groove,75,5.9,"9,741"
Rurôni Kenshin -Meiji kenkaku romantan,24,8.5,"15,740"
Evangerion shin gekijôban: Jo,98,7.8,$0.11M
Heavy Metal 2000,88,5.4,"7,230"
Saiki Kusuo no Psi Nan,24,8.3,"1,493"
Metalocalypse,11,8.3,"14,497"
Rupan sansei: Kariosutoro no shiro,100,7.7,"22,161"
Owari no serafu,24,7.6,"2,375"
Lilo & Stitch: The Series,22,6.8,"6,872"
Astro Boy,94,6.3,$19.55M
The Ant Bully,88,5.8,$28.14M
Doug,30,7.5,"16,200"
Superman,30,8.1,"12,214"
The Adventures of Rocky & Bullwinkle,92,4.2,$26.00M
The Magic School Bus Rides Again,26,6.5,477
Olaf's Frozen Adventure,22,5.3,"9,057"
Infinity Train,,,
The Congress,122,6.5,$0.14M
Son of Zorn,30,6.7,"3,857"
Bilal: A New Breed of Hero,105,8.0,$0.49M
Ao no ekusoshisuto,30,7.6,"8,941"
Wolverine and the X-Men,23,8.0,"9,131"
Little Nemo,85,7.2,$1.37M
Garfield: A Tail of Two Kitties,82,5.0,$28.43M
Charming,85,5.7,"1,508"
Scooby-Doo! The Mystery Begins,120,5.6,"4,936"
Philosopher's Grandson,24,6.8,221
Kôkaku kidôtai: Stand Alone Complex,24,8.5,"16,265"
Tom and Jerry: The Movie,84,5.4,$3.56M
Les triplettes de Belleville,78,7.8,$7.00M
Trigun,24,8.3,"17,495"
Ajin,24,7.7,"4,163"
The Jetsons,25,7.0,"16,493"
Kaijû no kodomo,,6.2,36
Gigantic,,,
Thunderbirds,50,7.9,"3,542"
Shaun the Sheep Movie,85,7.4,$19.38M
Mia and Me,20,6.9,412
Omohide poro poro,118,7.7,$0.45M
Bishôjo senshi Sêrâ Mûn,30,7.7,"4,594"
Kaguya-sama: Love Is War,24,8.0,790
Skylanders Academy,25,6.8,467
Star Wars: Clone Wars,15,7.8,"20,100"
Monkeybone,93,4.7,$5.41M
Mao Mao: Heroes of Pure Heart,11,8.6,27
Bravest Warriors,5,7.9,"2,877"
Supernatural: The Animation,23,7.5,"1,628"
Riley's First Date?,5,7.5,"4,955"
Grim & Evil,30,7.7,"18,068"
Tôkyô goddofâzâzu,93,7.9,$0.13M
Blaze and the Monster Machines,22,6.0,434
Upin & Ipin: Keris Siamang Tunggal,100,8.0,318
Chip 'n' Dale Rescue Rangers,22,7.6,"15,179"
Foster's Home for Imaginary Friends,30,7.7,"16,537"
SuperMansion,30,7.5,864
Drawn Together,22,7.0,"17,992"
Aliens in the Attic,86,5.4,$25.20M
Home on the Range,76,5.4,$50.03M
Pocahontas II: Journey to a New World,72,4.9,"12,245"
The Hollow,24,7.3,"2,176"
Gekijôban Shingeki no Kyojin Season 2: Kakusei no hôkô,120,7.4,407
The Marvelous Misadventures of Flapjack,11,7.9,"9,353"
Joseph: King of Dreams,75,6.5,"9,609"
The Penguins of Madagascar,11,7.6,"14,355"
B: The Beginning,25,7.2,"2,520"
Luis and His Friends from Outer Space,86,6.0,$0.15M
Mickey and the Roadster Racers,21,6.6,280
Mars Needs Moms,88,5.4,$21.38M
The Nut Job,85,5.7,$64.25M
Partysaurus Rex,7,7.6,"4,700"
Ôran kôkô hosutobu,24,8.3,"6,994"
Caillou,30,4.2,"2,165"
Buzz Lightyear of Star Command: The Adventure Begins,70,6.1,"3,698"
StarDog and TurboCat,,,
When the Wind Blows,84,7.8,$0.01M
Mike Tyson Mysteries,12,8.1,"3,020"
Vykradena pryntsesa: Ruslan i Lyudmyla,85,6.2,"1,467"
Tinker Bell,78,6.9,"10,650"
Casper Meets Wendy,90,5.4,"5,972"
The Casagrandes,,,
Invader ZIM: Enter the Florpus,70,,
Animal Crackers,94,5.6,429
Evil Toons,90,3.9,"2,087"
Batman Beyond: Return of the Joker,76,7.8,"21,005"
Kung Fu Panda: The Paws of Destiny,24,8.0,378
Victor & Valentino,,6.3,214
Fantasia 2000,75,7.2,$60.66M
Clarence,23,6.5,"5,650"
How the Grinch Stole Christmas!,26,8.4,"40,995"
The Super Mario Bros. Super Show!,30,6.3,"2,822"
Jackie Chan Adventures,30,7.4,"16,472"
The Boss Baby 2,,,
Ma vie de Courgette,66,7.8,$0.29M
Fate/stay night: Unlimited Blade Works,24,8.0,"4,641"
Duck Duck Goose,91,5.7,"2,349"
Yojo Senki: Saga of Tanya the Evil,24,7.7,"1,145"
The Plague Dogs,103,7.9,"6,038"
She-Ra: Princess of Power,22,6.8,"4,454"
Happy Family,93,4.8,$0.11M
Tinker Bell and the Legend of the NeverBeast,76,7.3,"6,664"
"Mune, le gardien de la lune",85,7.2,"5,219"
Ano hi mita hana no namae o bokutachi wa mada shiranai.,23,8.3,"5,838"
Hey Duggee,7,8.9,469
Justice League vs. Teen Titans,78,7.0,"15,167"
Muppet Babies,23,7.4,256
Talking Tom and Friends,11,6.3,161
Seinto Seiya,24,8.6,"7,964"
Ergo Proxy,25,8.0,"10,824"
One Piece: Stampede,,,
FLCL,151,8.3,"13,580"
Clifford the Big Red Dog,30,6.7,"3,140"
The Power of the Dark Crystal,,,
Anazâ,300,7.7,"8,221"
Hercules,30,6.7,"8,966"
Date a Live,25,7.1,"1,586"
Animal Farm,72,7.2,"13,402"
"Ruben Brandt, Collector",96,7.5,$0.12M
Watch the Skies,110,,
Aggressive Retsuko,,8.2,389
Vals Im Bashir,90,8.0,$2.28M
Toradora!,24,8.1,"6,829"
The Octonauts,11,7.4,623
Jonny Quest,30,7.9,"3,716"
Eight Crazy Nights,76,5.4,$23.44M
Astérix: Le domaine des dieux,85,6.9,$1.66M
The Emperor's New School,30,6.7,"3,481"
Baki the Grappler,24,7.7,675
ReBoot,30,7.9,"4,691"
An Extremely Goofy Movie,79,6.4,"8,452"
Masha i Medved,7,7.7,"2,071"
Chowder,11,7.4,"10,053"
TRON: Uprising,30,8.1,"7,194"
Peter Rabbit 2,,,
"Harvey Birdman, Attorney at Law",15,8.0,"9,800"
Resident Evil: Vendetta,97,6.3,"9,028"
Johnny Bravo,30,7.3,"29,752"
Rocko's Modern Life,30,8.0,"17,375"
Pete the Cat,22,8.5,93
Wendell and Wild,,,
Barbie: Life in the Dreamhouse,3,7.4,"1,059"
Dungeons & Dragons,30,8.0,"3,960"
True and the Rainbow Kingdom,22,7.2,225
Tiny Toon Adventures,23,7.6,"10,567"
Barbie Dreamhouse Adventures,22,6.9,150
Yu-Gi-Oh! GX,30,6.7,"3,209"
Tokyo Ghoul: Root A,24,7.8,"7,635"
Here comes the Grump,97,4.8,$0.00M
Star Trek,30,7.5,"5,201"
Scooby-Doo and the Witch's Ghost,70,7.3,"5,053"
Surf's Up 2: WaveMania,84,4.7,"1,340"
Samâ uôzu,114,7.5,$0.08M
Dragon Ball GT: Doragon bôru jîtî,24,6.9,"21,390"
Innocence,100,7.6,$1.04M
"What's New, Scooby-Doo?",30,7.2,"6,624"
J'ai perdu mon corps,81,7.9,34
Tigtone,,6.6,186
Joshua and the Promised Land,55,2.1,340
Madagascar 4,,,
Lego Batman: The Movie - DC Super Heroes Unite,71,6.5,"4,394"
Eiga Doraemon: Nobita no Getsumen Tansaki,111,7.2,64
Vampire Hunter D: Bloodlust,103,7.7,$0.15M
Spider-Man: Into the Spider-Verse 2,,,
Batman: Year One,64,7.4,"27,941"
Bless the Harts,,,
Cinderella III: A Twist in Time,74,6.0,"7,958"
Craig of the Creek,30,7.5,579
Descendants: Wicked World,2,7.1,631
Sennen joyû,87,7.9,$0.04M
Sealab 2021,11,7.9,"6,644"
"Kumo no mukô, yakusoku no basho",91,7.1,"11,479"
Shaun the Sheep,7,8.2,"10,366"
The Backyardigans,23,6.9,"1,854"
Tarzan II,72,5.6,"8,287"
Frisky Dingo,11,8.2,"6,344"
Batman: The Brave and the Bold,30,7.3,"6,779"
The Little Mermaid,25,6.9,"3,194"
All Hail King Julien,23,7.2,"1,208"
Gojira: kessen kidô zôshoku toshi,101,5.8,"3,313"
Memorîzu,113,7.6,"13,946"
The Thief and the Cobbler,90,7.1,$0.67M
Jurassic World: Camp Cretaceous,,,
Curious George,30,7.3,"1,218"
Sangatsu no Lion,25,8.3,673
A kaito,50,6.7,"3,496"
Lilo & Stitch 2: Stitch Has a Glitch,68,6.3,"10,402"
The Epic Tales of Captain Underpants,24,6.8,386
DC Super Hero Girls,11,7.4,78
The Owl House,,,
Rakudai Kishi no Cavalry,24,7.5,"1,356"
Maho Shojo Madoka Magica,24,8.3,"5,768"
The Ricky Gervais Show,30,8.3,"14,608"
Hell and Back,86,5.4,$0.16M
Dororo,,8.2,93
Escape from Planet Earth,89,5.9,$57.01M
Spider-Man,,7.4,"2,835"
Captain Planet and the Planeteers,23,6.7,"9,642"
Gantz,22,7.3,"6,321"
Pinky and the Brain,30,7.9,"26,096"
Pinky Malinky,12,5.5,238
Igor,87,6.0,$19.53M
Bao,8,7.5,"17,791"
Magi: The Kingdom of Magic,25,7.9,"2,340"
Ben & Holly's Little Kingdom,10,7.4,712
Redline,102,7.5,"9,344"
Deadman Wonderland,24,7.3,"7,663"
Heisei tanuki gassen ponpoko,119,7.3,"19,594"
The Jungle Book 2,72,5.4,$47.89M
Nature Cat,,7.3,219
Kanashimi no beradonna,86,7.4,$0.11M
Kureimoa,24,8.1,"11,025"
The Powerpuff Girls,60,3.6,"2,664"
Hazbin Hotel,,,
The Garfield Show,25,5.6,"1,630"
Rudolph the Red-Nosed Reindeer,47,8.1,"23,060"
Isekai Mao to Shokan Shojo no Dorei Majutsu,23,7.0,694
The Last: Naruto the Movie,112,7.7,"9,400"
Barbie as the Princess and the Pauper,85,6.8,"4,236"
Naya Legend of the Golden Dolphin,100,,
Rapsittie Street Kids: Believe in Santa,40,1.2,633
Uncle Grandpa,15,4.5,"4,529"
Arkie,,,
The Pirate Fairy,78,6.7,"11,279"
Super Wings!,15,6.2,144
Tenacious D: Post-Apocalypto,,7.8,240
Toy Story 3: The Video Game,,7.8,410
The Looney Tunes Show,23,6.7,"9,966"
Rocket Power,30,6.9,"7,331"
Zankyou No Terror,23,7.9,"6,161"
Evangerion shin gekijôban: Ha,112,8.0,$0.13M
The Cat in the Hat Knows a Lot About That!,26,6.7,347
Cyberchase,30,6.8,"1,727"
The Loud House,,,
Æon Flux,30,7.8,"5,034"
The Adventures of Puss in Boots,23,6.8,"1,105"
Dragon Tales,30,6.3,"2,782"
The Son of Bigfoot,92,6.1,$0.29M
Neon Genesis Evangelion,,,
Kung Fu Panda: Legends of Awesomeness,22,7.2,"4,621"
The Land of Sometimes,,,
Voltron: Defender of the Universe,24,8.0,"3,742"
Handy Manny,24,5.8,"1,206"
Gekijouban Poketto monsutâ: Minna no Monogatari,97,6.5,$0.79M
101 Dalmatian Street,,7.1,46
Tenshi no tamago,71,7.7,"5,493"
Justice League: Doom,75,7.5,"27,666"
Napoleon Dynamite,30,6.4,"2,686"
Wolf Tracer's Dinosaur Island,45,3.4,61
Rurouni Kenshin: Meiji Kenkaku Romantan: Tsuioku Hen,118,8.6,"11,743"
Batman vs. Robin,80,7.1,"16,445"
Klaus,,,
B.O.O.: Bureau of Otherworldly Operations,,,
The Critic,522,7.9,"6,955"
Angel Beats!,25,7.8,"9,302"
Trolls Holiday,26,6.2,"1,494"
The Stinky & Dirty Show,11,7.0,167
Yuri!!! On Ice,20,8.4,"3,850"
Thundercats,,7.9,"5,845"
Chip and Potato,,7.1,28
Harvey Street Kids,23,6.7,131
DuckTales the Movie: Treasure of the Lost Lamp,74,6.9,$18.12M
Cinderella II: Dreams Come True,73,5.1,"9,279"
Hoodwinked Too! Hood vs. Evil,86,4.8,$10.14M
Inspector Gadget,30,6.8,"16,614"
Evangerion shin gekijôban: Kyu,96,7.0,$0.17M
Moral Orel,11,7.9,"4,454"
The Big Trip,90,6.2,240
Clone High,,8.2,"5,428"
Henchmen,89,5.1,$0.00M
Inuyashiki,24,7.8,"1,530"
Gekijouban Fate/Stay Night: Heaven's Feel - II. Lost Butterfly,117,7.9,272
Son of Batman,74,6.7,"20,513"
Hump,,,
Valiant,76,5.5,$19.45M
Alpha and Omega,90,5.3,$25.08M
Superman/Shazam!: The Return of Black Adam,25,7.2,"6,208"
American Dragon: Jake Long,30,6.6,"8,386"
Open Season 2,76,5.6,"19,961"
Beruseruku: Ougon jidai-hen I - Haou no tamago,76,7.7,"8,980"
Happy Tree Friends,74,7.0,"15,602"
"Fortunately, the Milk",,,
The Bugs Bunny Show,30,8.6,"28,327"
Scooby-Doo! and the Curse of the 13th Ghost,72,6.4,554
Kobayashi-san Chi No Maid Dragon,,7.7,"1,614"
Jojo no kimyô na bôken,,8.0,568
Lil Nas X: Old Town Road (I Got the Horses in the Back) (Visualizer),2,7.9,12
Shimmer and Shine,30,5.7,306
Gandahar,78,7.1,$0.37M
Blame!,106,6.7,"5,693"
Generator Rex,,7.5,"2,630"
Immortel (ad vitam),103,6.0,"19,792"
