title,runtime,rating,profit
Major League,107,7.2,$49.80M
Lilo & Stitch,85,7.2,$145.79M
The Whole Nine Yards,98,6.7,$57.26M
Friends with Benefits,109,6.6,$55.80M
Hot Tub Time Machine,101,6.4,$50.29M
Juno,96,7.5,$143.50M
Royal Pains,42,7.1,"18,025"
Marriage on the Rocks,109,5.8,859
In Fabric,118,7.0,824
Patriot,58,8.3,"8,422"
Hit the Deck,112,6.6,631
Deadpool 3,,,
Black Monday,60,7.4,"2,119"
Transparent,30,7.7,"19,823"
3 Idiots,170,8.4,$6.53M
3rd Rock from the Sun,60,7.8,"43,505"
Bridget Jones's Diary,97,6.7,$71.54M
Never Been Kissed,107,6.1,$55.47M
Twins,107,6.0,$111.94M
Growing Pains,30,6.7,"12,217"
Punch-Drunk Love,95,7.3,$17.84M
Poketto monsutâ,24,7.4,"33,785"
(500) Days of Summer,95,7.7,$32.39M
iCarly,30,6.6,"28,956"
Back to the Future Part II,108,7.8,$118.50M
You Can Choose Your Family,109,6.0,$0.04M
Hotel Transylvania,91,7.1,$148.31M
Beverly Hills Cop,105,7.3,$234.76M
Abby's,30,5.1,932
The Hitchhiker's Guide to the Galaxy,109,6.8,$51.09M
The Wonder Years,22,8.3,"31,885"
Get Smart,110,6.5,$130.32M
An American Werewolf in London,97,7.6,$30.57M
CHIPS,100,6.0,$18.59M
Father Knows Best,30,7.5,"1,617"
Bedtime Stories,99,6.1,$110.10M
The Night Sitter,88,4.8,192
Little,109,5.3,$40.67M
Red Dwarf,30,8.3,"30,821"
The Suite Life of Zack & Cody,30,6.5,"29,279"
The Sting,129,8.3,$159.60M
Fairy Tail,24,8.1,"17,260"
Grease 2,115,4.3,$15.17M
She's the Man,105,6.4,$2.34M
Johnny English Strikes Again,89,6.2,$4.28M
The Mighty Ducks,100,6.5,$50.75M
Despicable Me,95,7.7,$251.51M
22 Jump Street,112,7.0,$191.72M
The Cosby Show,30,7.4,"29,118"
Rango,107,7.2,$123.48M
Ghost Light,102,5.0,119
Lars and the Real Girl,106,7.3,$5.97M
Bad Boys II,147,6.6,$138.61M
"Juliet, Naked",97,6.6,$3.44M
My Little Pony: Friendship Is Magic,22,7.7,"17,916"
Last Christmas,,,
Groundhog Day,101,8.0,$70.91M
She's All That,95,5.9,$63.37M
The Secret Life of the American Teenager,43,5.1,"18,650"
The Amazing World of Gumball,11,8.2,"16,198"
The Boss Baby,97,6.3,$175.00M
Austin Powers in Goldmember,94,6.2,$213.31M
The Terminal,128,7.3,$77.87M
Eastbound & Down,28,8.3,"47,507"
Charlie's Angels,98,5.5,$125.31M
The Brady Bunch,30,6.7,"10,957"
Little Nicky,90,5.3,$39.46M
Steven Universe,11,8.2,"21,182"
Three's Company,30,7.5,"10,700"
Breakfast at Tiffany's,115,7.7,"151,823"
Pretty in Pink,97,6.8,$40.47M
About a Boy,101,7.1,$41.39M
Leprechaun,92,4.7,$8.56M
Marlon,22,7.0,"2,545"
Secretary,107,7.0,$4.06M
The League,22,8.3,"41,092"
Anchorman: The Legend of Ron Burgundy,94,7.2,$85.29M
Un tè con Mussolini,117,6.9,$14.35M
Tuca & Bertie,26,7.4,"2,254"
Central Intelligence,107,6.3,$127.44M
Hogan's Heroes,25,7.9,"7,549"
Scary Movie 2,83,5.3,$71.31M
Focus,105,6.6,$53.86M
Big Trouble in Little China,99,7.3,$11.10M
The Adventures of Sharkboy and Lavagirl 3-D,93,3.5,$39.18M
You're the Worst,30,8.1,"21,003"
Heartbeat,50,6.8,"2,175"
Disenchantment,30,7.2,"29,138"
You Don't Mess with the Zohan,113,5.5,$100.02M
Playmobil: The Movie,99,5.1,51
Jessie,30,5.9,"10,744"
National Lampoon's Vacation,98,7.4,$61.40M
Bless This Mess,30,6.1,"1,138"
You Me Her,28,7.0,"6,791"
Mr. Mom,91,6.5,$64.80M
Abominable,,,
Project X,88,6.7,$54.73M
Barbarella,98,5.9,"29,317"
Unicorn Store,92,5.5,"13,051"
Wayne's World,94,7.0,$121.70M
Private Practice,60,6.7,"20,671"
Divorce,30,6.8,"5,306"
Daddy Day Care,92,5.6,$104.30M
Family Ties,30,7.2,"14,336"
Dick Tracy,105,6.1,$103.74M
The Sweetest Thing,88,5.1,$24.72M
The Heat,117,6.6,$159.58M
Shark Tale,90,6.0,$160.86M
Set It Up,105,6.5,"32,632"
Episodes,30,7.9,"30,517"
The Boondocks,22,8.4,"24,590"
The Kominsky Method,30,8.2,"11,974"
Enchanted,107,7.1,$127.81M
Up in the Air,109,7.4,$83.82M
Hampstead,102,5.9,$0.03M
Flower,90,6.0,$0.33M
Girls Trip,122,6.2,$115.11M
Tremors,96,7.2,$16.67M
Sometimes Always Never,91,7.1,294
Out Cold,89,6.3,$13.90M
The Sisterhood of the Traveling Pants,119,6.5,$39.01M
Raising Arizona,94,7.4,$22.85M
Road Trip,93,6.5,$68.54M
Swingers,96,7.3,$4.51M
Sword Art Online,24,7.7,"29,715"
Bad Moms,100,6.2,$113.26M
Kung Fu Panda,92,7.6,$215.43M
The Good Dinosaur,93,6.7,$123.09M
The Other Woman,109,6.0,$83.91M
Some Like It Hot,121,8.2,$25.00M
Blindspotting,95,7.4,$4.33M
Sandy Wexler,130,5.1,"12,055"
My Mad Fat Diary,47,8.4,"13,877"
Lost in Space,60,7.3,"5,715"
Sex Drive,109,6.5,$8.40M
The Longest Yard,113,6.4,$158.12M
Bombshell,96,7.3,"2,068"
When in Rome,91,5.6,$32.67M
Student of the Year 2,145,2.1,$0.78M
Pitch Perfect 2,115,6.4,$184.30M
Four Weddings and a Funeral,117,7.1,$52.70M
BH90210,,,
The F Word,98,6.8,$3.45M
Sideways,127,7.5,$71.50M
Victorious,30,6.9,"17,014"
Ingrid Goes West,98,6.6,$3.02M
Daddy's Home Two,100,6.0,$104.03M
State of the Union,10,8.0,872
Ferdinand,108,6.7,$84.41M
Don't Trust the B---- in Apartment 23,22,7.3,"32,043"
Swiss Army Man,97,7.0,$4.21M
Babe,91,6.8,$66.60M
Nurse Jackie,27,7.7,"22,834"
Everybody Wants Some!!,117,7.0,$3.37M
The Dukes of Hazzard,104,5.1,$80.27M
He's Just Not That Into You,129,6.4,$93.95M
Forever,30,7.3,"3,482"
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,84,7.3,$128.51M
Last Action Hero,130,6.3,$50.02M
Death Becomes Her,104,6.5,$58.42M
Burn After Reading,96,7.0,$60.36M
The Righteous Gemstones,,,
Pan,111,5.8,$35.09M
Zoolander,90,6.6,$45.17M
Family Matters,30,6.6,"22,256"
The Facts of Life,30,6.8,"5,115"
Ally McBeal,45,6.8,"27,888"
The Interview,112,6.5,$6.11M
Daddy's Home,96,6.2,$150.36M
Step by Step,30,6.5,"11,235"
Star vs. the Forces of Evil,23,8.1,"8,507"
Cougar Town,22,7.0,"38,800"
Scream Queens,45,7.1,"31,380"
Kingpin,114,6.9,$24.94M
Super Troopers 2,99,6.1,$30.62M
High School Musical,98,5.4,"73,097"
The Wedding Date,90,6.1,$31.73M
Say Anything...,100,7.4,$20.78M
My Cousin Vinny,120,7.6,$52.93M
This Is Spinal Tap,82,8.0,$0.19M
Young Frankenstein,106,8.0,$86.30M
How the Grinch Stole Christmas,104,6.1,$260.04M
Lodge 49,51,7.3,"1,704"
The Thick of It,29,8.7,"17,552"
Unda,130,8.9,"1,205"
Sabrina,127,6.3,$53.67M
Colossal,109,6.2,$3.02M
Republic of Doyle,60,7.3,"2,747"
Stree,128,7.7,"20,193"
Cashback,102,7.2,$0.02M
The Inbetweeners Movie,97,6.8,$0.04M
The Monuments Men,118,6.1,$78.03M
Kelly's Heroes,144,7.7,"41,532"
F Is for Family,30,8.0,"21,590"
Neighbors 2: Sorority Rising,92,5.7,$55.29M
"Planes, Trains & Automobiles",93,7.6,$49.53M
Night at the Museum: Secret of the Tomb,98,6.2,$113.75M
The Hangover Part II,102,6.5,$254.46M
Addams Family Values,94,6.7,$48.92M
The Hangover Part III,100,5.8,$112.20M
The Conners,30,5.1,"5,896"
Who Framed Roger Rabbit,104,7.7,$156.45M
Naruto,24,8.3,"56,747"
Relatos salvajes,122,8.1,$3.11M
Seven Psychopaths,110,7.2,$15.02M
Zack and Miri Make a Porno,101,6.6,$31.46M
Good Sam,89,5.6,"1,349"
Madagascar 3: Europe's Most Wanted,93,6.8,$216.39M
Talladega Nights: The Ballad of Ricky Bobby,108,6.6,$148.21M
Grand Theft Auto V,,9.6,"42,561"
Drake & Josh,23,7.7,"31,945"
Sex Tape,94,5.1,$38.54M
Dinner for Schmucks,114,5.9,$73.03M
Zero,164,5.7,"20,339"
Adventures in Babysitting,102,6.9,$34.37M
The Game Plan,110,6.2,$90.65M
Tucker and Dale vs Evil,89,7.6,$0.22M
Joey,22,6.0,"39,213"
Your Pretty Face Is Going to Hell,11,7.6,"1,426"
A Series of Unfortunate Events,108,6.8,$118.63M
Shakespeare in Love,123,7.1,$100.32M
Porky's,94,6.2,$111.29M
Girl Meets World,23,7.2,"11,721"
Summer Night,98,7.8,58
The Voices,103,6.4,"48,483"
Teenage Mutant Ninja Turtles: Out of the Shadows,112,6.0,$82.05M
The Italian Job,99,7.3,"37,498"
Billy Madison,89,6.4,$25.59M
Impractical Jokers,30,8.6,"28,224"
Leap Year,100,6.5,$25.92M
Moonstruck,102,7.1,$80.64M
Father of the Bride,92,7.2,"9,242"
Peter Rabbit,95,6.6,$115.25M
Planet Terror,105,7.1,"188,907"
Missing Link,94,7.0,$16.64M
Couples Retreat,113,5.5,$109.21M
Ladies in Black,109,6.7,"2,704"
Cheaper by the Dozen,98,5.9,$138.61M
Awkward.,22,7.6,"40,948"
Wally Got Wasted,99,4.4,176
Hunt for the Wilderpeople,101,7.9,$5.20M
Agatha Raisin,60,7.4,"1,853"
Kim's Convenience,22,7.9,"3,930"
Ice Age,81,7.5,$176.39M
Do the Right Thing,120,7.9,$27.55M
Meet the Fockers,115,6.3,$279.26M
Fantastic Mr. Fox,87,7.9,$21.00M
My Girl,102,6.9,$59.85M
Liv and Maddie,22,6.3,"5,647"
"Don't Worry, He Won't Get Far on Foot",114,6.9,$1.44M
Broken Flowers,106,7.2,$13.74M
Teen Titans Go! To the Movies,84,6.8,$29.56M
Workin' Moms,30,6.6,"3,188"
Stuart Little,84,5.9,$140.04M
Nanny McPhee,97,6.6,$47.14M
Time Freak,104,5.8,"3,629"
Middle Men,105,6.6,$0.72M
Shakespeare & Hathaway: Private Investigators,45,7.5,"1,024"
Leave It to Beaver,30,7.6,"5,904"
Vamp,93,5.9,$4.94M
K.C. Undercover,30,6.2,"2,731"
All in the Family,30,8.3,"12,760"
Office Christmas Party,105,5.8,$54.73M
17 Again,102,6.4,$64.17M
Street Fighter,102,3.9,$33.42M
Pete's Dragon,102,6.7,$76.23M
The House,88,5.6,$25.48M
Summer '03,95,5.4,$17.52M
Gummo,89,6.7,$0.02M
Vicky Cristina Barcelona,96,7.1,$23.22M
Comedians in Cars Getting Coffee,20,8.1,"8,461"
Monsters University,104,7.3,$268.49M
Meet the Robinsons,95,6.9,$97.82M
Tootsie,116,7.4,$177.20M
John Tucker Must Die,89,5.8,$41.01M
Annie,126,6.5,$57.06M
Rat Race,112,6.4,$56.62M
Disaster Movie,87,1.9,$14.19M
Smokey and the Bandit,96,6.9,$126.74M
Mind The Malhotras,25,5.5,416
Just One of the Guys,90,6.5,$11.50M
A Cinderella Story,95,5.9,$51.44M
Coyote Ugly,100,5.7,$60.79M
Benidorm,30,7.4,"3,161"
Role Models,99,6.8,$67.29M
Much Ado About Nothing,111,7.4,$22.55M
Grandma's Boy,94,7.0,$6.09M
Popeye,114,5.2,$49.82M
Erkenci Kus,120,7.7,"2,589"
Bolt,96,6.8,$114.05M
Zookeeper,102,5.2,$80.36M
Everything Sucks!,30,7.5,"12,024"
Sky High,100,6.2,$63.95M
Support the Girls,93,6.4,$0.13M
Lucky,88,7.3,$0.96M
Neighbors,97,6.3,$150.16M
Something's Gotta Give,128,6.7,$124.73M
Angie Tribeca,30,7.0,"7,241"
Liar Liar,86,6.9,$181.41M
Sweet Home Alabama,108,6.2,$127.22M
Swedish Dicks,30,6.6,"1,830"
Better Off Dead...,97,7.2,$10.30M
Ella Enchanted,96,6.3,$22.92M
Aladdin,30,7.3,"8,180"
Mystic Pizza,104,6.3,$12.79M
National Lampoon's European Vacation,95,6.2,$49.40M
Sleeping with Other People,101,6.5,$0.81M
The Meyerowitz Stories (New and Selected),112,6.9,"30,211"
Dogma,130,7.3,$30.65M
Brockmire,30,8.1,"3,323"
Monster House,91,6.6,$73.66M
Young & Hungry,22,7.4,"12,859"
Night Court,30,7.7,"9,217"
Doubles vies,108,6.7,$0.63M
Shrill,30,7.4,"2,394"
Angry Birds,97,6.3,$107.51M
Coming 2 America,,,
The Flintstones,91,4.9,$130.51M
The Drew Carey Show,30,6.9,"14,658"
Chasing Liberty,101,6.1,$12.19M
The Addams Family,30,8.0,"11,985"
Aloha,105,5.4,$20.99M
Bride Wars,89,5.5,$58.72M
Splash,111,6.2,$62.10M
Night at the Museum: Battle of the Smithsonian,105,6.0,$177.24M
MacGruber,90,5.5,$8.46M
Can't Buy Me Love,94,6.8,$31.62M
The Beverly Hillbillies,25,7.2,"6,807"
Night at the Museum,108,6.4,$250.86M
The Taming of the Shrew,122,7.2,$8.00M
Paddington 2,103,7.9,$40.44M
Astérix: Le secret de la potion magique,85,6.8,$1.27M
Nothing But Trouble,94,5.0,$8.48M
Army of Darkness,81,7.6,$11.50M
Hung,30,7.2,"20,001"
Shadaa,128,7.5,136
Footloose,113,5.9,$51.80M
Kingdom Hearts III,,8.9,965
Happy Endings,22,7.7,"32,547"
The Other Two,30,7.4,"1,147"
American Reunion,113,6.7,$57.01M
Bridget Jones's Baby,123,6.5,$24.25M
The Jeffersons,30,7.5,"6,722"
Teenage Mutant Ninja Turtles,101,5.8,$191.20M
P.S. I Love You,126,7.1,$53.70M
Greek,60,7.6,"22,744"
10,122,6.1,$74.87M
48 Hrs.,96,6.9,$78.87M
The Imaginarium of Doctor Parnassus,123,6.8,$7.69M
Action Point,85,5.0,$5.06M
Friends from College,30,6.8,"15,187"
Arachnophobia,109,6.4,$53.21M
Tales from the Crypt,25,8.0,"19,328"
SMILF,30,6.7,"4,091"
Annie Hall,93,8.0,$39.20M
Horrible Bosses 2,108,6.3,$54.45M
Man with a Plan,30,7.0,"6,151"
The Birdcage,117,7.0,$124.06M
Popstar: Never Stop Never Stopping,87,6.7,$9.39M
Insecure,30,7.8,"9,134"
Green Acres,30,7.3,"4,944"
3D Yuk po tuen: Gik lok bo gam,129,4.4,"2,299"
Goosebumps,103,6.3,$80.08M
'Allo 'Allo!,45,8.3,"22,068"
The Avengers,60,8.3,"5,890"
War Machine,122,6.0,"34,942"
Diary of a Wimpy Kid,94,6.2,$64.00M
Schooled,30,7.0,"1,512"
The Big Wedding,89,5.6,$21.78M
PAW Patrol,23,6.6,"1,485"
Dear White People,30,6.3,"18,619"
American Vandal,34,8.2,"22,738"
The Replacements,118,6.6,$44.74M
Cloudy with a Chance of Meatballs,90,7.0,$124.87M
Pushing Daisies,44,8.4,"51,337"
The Monster Squad,79,7.1,$3.77M
Piranha 3DD,83,3.7,$0.38M
Robot Chicken,11,7.8,"37,512"
When We First Met,97,6.4,"35,035"
Little Shop of Horrors,94,7.0,$38.75M
Ghosts,30,7.7,"1,454"
Meatballs,94,6.2,$43.05M
Mischief,93,6.6,$8.69M
Barney Miller,30,8.2,"4,227"
Life of Brian,94,8.1,$20.05M
Two Pints of Lager and a Packet of Crisps,26,7.1,"3,359"
Rules of Engagement,22,7.3,"30,030"
Tourism Australia: Dundee - The Son of a Legend Returns Home,3,8.2,"1,109"
Bruce Almighty,101,6.7,$242.83M
The Incredible Burt Wonderstone,100,5.9,$22.53M
Blossom,30,6.0,"6,100"
Lemonade Mouth,103,7.0,"12,357"
Meet the Parents,108,7.0,$166.24M
Being John Malkovich,113,7.8,$22.86M
Weekend at Bernie's,97,6.4,$30.22M
Iron Sky,93,5.9,"87,775"
How to Lose a Guy in 10 Days,116,6.4,$105.81M
Single Parents,30,6.8,"2,674"
Beethoven,87,5.6,$57.11M
Avengers of Justice: Farce Wars,87,2.3,201
Pain & Gain,129,6.4,$49.88M
Northern Exposure,60,8.3,"13,893"
Hocus Pocus,96,6.8,$39.51M
Mr Black,23,7.3,665
Howard the Duck,110,4.6,$16.30M
The Three Musketeers,105,6.4,$53.90M
Evolution,101,6.1,$38.35M
The Last Boy Scout,105,7.0,$59.51M
D2: The Mighty Ducks,106,6.0,$45.61M
Dragon Ball Super: Doragon bôru cho,24,8.2,"18,527"
My Spy,,,
"The Adventures of Priscilla, Queen of the Desert",104,7.5,$11.22M
You're Next,95,6.6,$18.47M
Super Mario Bros.,104,4.0,$20.92M
Overboard,106,6.9,$26.71M
Back to School,96,6.6,$91.26M
Wayne,30,8.5,"4,393"
That Thing You Do!,108,6.9,$25.81M
That Awkward Moment,94,6.2,$26.05M
Aquamarine,104,5.4,$18.60M
Battle of the Sexes,121,6.7,$12.64M
8 Simple Rules... for Dating My Teenage Daughter,30,7.1,"22,712"
Airplane II: The Sequel,85,6.1,$27.15M
Funny People,146,6.3,$51.86M
Valentine's Day,125,5.7,$110.49M
The Mick,30,7.8,"11,829"
27 Dresses,111,6.1,$76.81M
Mother's Day,118,5.7,$32.46M
Romancing the Stone,106,6.9,$76.57M
American Pie 2,108,6.4,$145.10M
The Return of the Living Dead,91,7.4,$14.24M
My Best Friend's Wedding,105,6.3,$127.12M
Hot Summer Nights,107,6.4,"7,889"
Sherlock Gnomes,86,5.1,$43.24M
My Three Sons,30,7.2,"2,688"
The Royal Tenenbaums,110,7.6,$52.36M
The Square,151,7.2,$1.50M
Teen Wolf,91,6.1,$33.09M
Miss Congeniality,109,6.2,$106.81M
Bee Movie,91,6.1,$126.63M
Grimsby,83,6.2,$6.86M
Good Luck Charlie,22,7.1,"16,326"
Warm Bodies,98,6.9,$66.38M
Corner Gas,30,8.0,"4,909"
Spanglish,131,6.4,$42.04M
"To Wong Foo Thanks for Everything, Julie Newmar",109,6.5,$36.47M
Cars 2,106,6.2,$191.45M
The Odd Life of Timothy Green,105,6.6,$51.85M
Sierra Burgess Is a Loser,105,5.9,"27,400"
A Million Ways to Die in the West,116,6.1,$43.14M
Kim Possible,86,3.9,"1,373"
The Mask of Zorro,136,6.7,$94.10M
Half Baked,82,6.7,$17.28M
Practical Magic,104,6.2,$46.68M
Poms,91,5.3,$13.63M
Hairspray,92,7.0,$6.67M
A Princess for Christmas,91,6.5,"6,012"
Men Behaving Badly,45,7.7,"6,510"
Wild at Heart,125,7.2,$14.56M
Kiss Kiss Bang Bang,103,7.6,$4.24M
New Tricks,60,7.8,"4,373"
"Definitely, Maybe",112,7.2,$31.97M
Bedazzled,93,6.0,$37.88M
Yes Man,104,6.8,$97.69M
Joe Dirt,91,5.9,$27.09M
The Package,94,5.5,"10,420"
High School DxD,23,7.7,"4,974"
Going in Style,96,6.6,$45.00M
Mard Ko Dard Nahin Hota,134,7.5,"2,987"
Megamind,95,7.3,$148.42M
Youth,124,7.3,$2.70M
Trading Places,116,7.5,$90.40M
No Good Nick,30,5.4,943
The Croods,98,7.2,$187.17M
Life as We Know It,114,6.6,$53.37M
Robin Hood: Men in Tights,104,6.7,$35.74M
Match Game 73,30,8.3,"1,510"
Ibiza,94,5.2,"12,823"
Taxi,30,7.7,"10,310"
Mozart in the Jungle,29,8.2,"20,514"
Mako Mermaids,30,7.1,"2,725"
Borderlands 2,,8.7,"4,440"
The Kings of Summer,95,7.2,$1.29M
Scouts Guide to the Zombie Apocalypse,93,6.3,$3.64M
Magic Mike XXL,115,5.6,$66.01M
The Heartbreak Kid,116,5.8,$36.79M
Sydney to the Max,22,5.9,102
Freaky Friday,97,6.2,$110.23M
Get Shorty,60,8.1,"3,563"
Coneheads,88,5.3,$21.27M
Reba,30,6.5,"12,223"
The Strange Thing About the Johnsons,28,7.1,"1,417"
Society,99,6.5,"11,392"
The Cannonball Run,95,6.2,$72.18M
Steins;Gate,24,8.7,"33,330"
The Jerk,94,7.2,$73.69M
Young Adult,94,6.3,$16.31M
Back to the Future Part III,118,7.4,$87.73M
This Is Where I Leave You,103,6.6,$34.29M
Phineas and Ferb,15,8.0,"28,525"
Harold & Kumar Go to White Castle,88,7.1,$18.23M
Nathan for You,30,8.7,"14,131"
A Good Year,117,7.0,$7.46M
Buffalo '66,110,7.5,$2.38M
"Mystery, Alaska",119,6.7,$8.89M
Still Game,30,8.9,"4,448"
Super,96,6.8,$0.32M
Bad Teacher,92,5.7,$100.29M
Barely Lethal,96,5.4,"17,537"
Thoroughbreds,92,6.7,$2.83M
Cocoon,117,6.7,$76.11M
Tate no Yuusha no Nariagari,24,8.2,"1,462"
Sisters,118,6.0,$87.04M
The Layover,88,4.7,"10,281"
Crashing,30,7.5,"5,065"
I Dream of Jeannie,30,7.5,"11,376"
Black Clover,30,7.9,"2,218"
Wizards of Waverly Place,22,6.9,"25,932"
The Phantom,100,4.9,$17.30M
Spice World,93,3.5,$29.34M
Casino Royale,131,5.2,"25,124"
Due Date,95,6.5,$100.54M
Speechless,30,7.6,"6,123"
Rush Hour,98,7.0,$141.15M
Wild Wild West,106,4.9,$113.81M
Filth,97,7.1,$0.03M
The Bounty Hunter,110,5.6,$67.06M
Alternatino With Arturo Castro (TV),,7.9,58
The Dukes of Hazzard,60,7.2,"9,381"
How to Be Single,110,6.1,$46.81M
"Me, Myself & Irene",116,6.6,$90.57M
Fright Night,106,6.4,$18.30M
Offspring,60,8.2,"2,867"
Evil Dead II,84,7.8,$5.92M
Sleepless in Seattle,105,6.8,$126.53M
The Lego Ninjago Movie,101,6.0,$59.28M
Year One,97,4.9,$43.34M
Spy Kids 3: Game Over,84,4.2,$111.76M
Cactus Flower,103,7.2,$25.89M
Get Him to the Greek,109,6.4,$60.97M
When Harry Met Sally...,95,7.6,$92.82M
Lunatics,35,6.6,"2,165"
Semi-Pro,91,5.8,$33.47M
Just Roll With It,,5.4,32
Singin' in the Rain,103,8.3,$8.82M
Playing It Cool,94,6.0,"23,220"
Jack and Jill,91,3.3,$74.16M
The Way Way Back,103,7.4,$21.50M
Mr. Right,95,6.3,$0.03M
Ed Wood,127,7.9,$5.89M
It's a Mad Mad Mad Mad World,205,7.6,$46.30M
Hackers,107,6.2,$7.56M
Petticoat Junction,30,7.1,"2,145"
Ladybugs,90,5.3,$14.80M
De De Pyaar De,135,7.0,$0.43M
Bleach,24,8.2,"39,338"
Chaplin,143,7.6,$9.49M
Entourage,104,6.6,$32.36M
"Auf Wiedersehen, Pet",60,8.5,"2,545"
Good Luck Chuck,96,5.6,$34.93M
Before We Go,95,6.8,$0.04M
Drop Dead Gorgeous,97,6.6,$10.56M
High Maintenance,30,7.9,"4,703"
Mortdecai,107,5.5,$7.61M
The Book of Life,95,7.3,$50.15M
The Ladykillers,104,6.2,$39.80M
Storks,87,6.8,$72.68M
Top Secret!,90,7.2,$20.50M
Zathura: A Space Adventure,101,6.2,$29.26M
Buffy the Vampire Slayer,86,5.6,$16.62M
Can't Hardly Wait,100,6.5,$25.34M
Romy and Michele's High School Reunion,92,6.2,$29.21M
Charlie Wilson's War,102,7.1,$66.66M
Just Shoot Me!,30,6.9,"16,093"
Lake Placid,82,5.7,$31.77M
Westside,60,8.0,356
The Hitman's Wife's Bodyguard,,,
National Lampoon's Christmas Vacation,97,7.6,$71.32M
Mallrats,94,7.2,$2.12M
Looking,30,8.2,"14,257"
Blues Brothers 2000,123,4.8,$13.98M
Tra(sgre)dire,91,5.5,"4,328"
What Women Want,127,6.4,$182.81M
Melissa & Joey,30,7.0,"16,765"
Ballerina,89,6.8,$24.48M
Jay and Silent Bob Strike Back,104,6.9,$30.06M
Boruto: Naruto Next Generations,23,7.4,"4,701"
The Life Aquatic with Steve Zissou,119,7.3,$24.01M
Sahara,124,6.0,$68.67M
Still Waiting...,88,5.0,"5,659"
Bend It Like Beckham,112,6.7,$32.54M
Pride,119,7.8,"46,714"
Nacho Libre,92,5.7,$80.20M
Annie,118,5.3,$85.91M
Zoolander 2,101,4.7,$28.85M
To Die For,106,6.8,$21.28M
Trollhunters,23,8.4,"10,377"
Father of the Bride,105,6.5,$89.33M
The Golden Child,94,5.9,$79.82M
Ternet ninja,81,7.7,"1,898"
Home Alone 2: Lost in New York,120,6.7,$173.59M
Charlie's Angels: Full Throttle,106,4.9,$100.83M
Regular Show,23,8.4,"25,786"
MASH,116,7.6,$81.60M
Cléo de 5 à 7,90,8.0,"12,487"
Great News,22,7.0,"3,833"
Flipped,90,7.7,$1.75M
My Big Fat Greek Wedding,95,6.6,$241.44M
House of Lies,28,7.4,"22,750"
Baby Daddy,22,7.4,"17,834"
Private Parts,109,6.8,$41.20M
"Synecdoche, New York",124,7.5,$3.08M
Patch Adams,115,6.8,$135.03M
Mr. Deeds,96,5.8,$126.29M
Splitting Up Together,30,7.0,"2,882"
Ladyhawke,121,7.0,$18.43M
Shrek the Third,93,6.1,$320.71M
This Means War,103,6.3,$54.76M
Kung Fu Panda 2,90,7.2,$165.25M
Norbit,102,4.0,$95.67M
Whose Line Is It Anyway?,30,8.5,"37,548"
Special,15,7.7,"3,933"
My So-Called Life,60,8.4,"17,790"
RV,99,5.5,$71.73M
Beverly Hills Cop II,100,6.5,$153.67M
Hot Bot,86,3.4,"2,821"
Mad About You,22,6.6,"18,842"
Four Rooms,98,6.8,$4.30M
The Loud House,22,7.4,"2,671"
Ice Age: Collision Course,94,5.7,$64.06M
Creepshow,120,6.9,$19.73M
House,93,6.2,$19.44M
"Two Guys, a Girl and a Pizza Place",30,7.4,"14,822"
Kung Fu Panda 3,95,7.1,$143.53M
Lois & Clark: The New Adventures of Superman,46,6.8,"19,210"
Career Opportunities,83,5.9,$11.34M
Dennis the Menace,94,5.6,$51.27M
Aladdin and the King of Thieves,81,6.4,"29,949"
How Do You Know,121,5.4,$30.21M
Raising Hope,22,8.0,"33,413"
Teeth,94,5.4,$0.35M
Australia,165,6.6,$49.55M
The Internship,119,6.3,$44.67M
21 & Over,93,5.9,$25.68M
St. Trinian's,97,5.8,"20,419"
Robots,91,6.3,$128.20M
Cocktail,104,5.9,$78.22M
The Real Bros of Simi Valley,15,9.2,497
Rescue Me,60,8.4,"23,942"
Date Night,88,6.3,$98.71M
"Men, Women & Children",119,6.7,$0.46M
Vice Principals,30,8.0,"17,165"
Hit and Run,100,6.1,$13.75M
I Love Lucy,30,8.3,"20,670"
A Serious Man,106,7.1,$9.19M
Over the Hedge,83,6.7,$155.02M
St. Vincent,102,7.2,$44.13M
Nick and Norah's Infinite Playlist,90,6.7,$31.49M
Suburbicon,105,5.6,$5.78M
The Hot Chick,104,5.5,$35.08M
ALF,30,7.4,"28,680"
Suburgatory,22,7.2,"29,383"
Dharma & Greg,30,6.3,"26,792"
Are You Here,114,5.3,"14,215"
Beerfest,110,6.3,$19.19M
Who's the Boss?,30,6.6,"9,669"
Fawlty Towers,30,8.8,"76,618"
Once Upon a Time in Venice,94,5.3,"14,761"
Tommy Boy,97,7.1,$32.70M
Free Fire,91,6.4,$1.80M
The Rocker,102,6.2,$6.41M
Begin Again,104,7.4,$16.17M
Ted 2,115,6.3,$81.48M
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,88,6.0,$78.66M
Polyester,86,7.0,"6,162"
Sex and the City,145,5.6,$152.65M
Turist,120,7.3,$1.36M
Get Smart,25,8.2,"9,854"
Stan Helsing,108,3.6,"11,448"
Last of the Summer Wine,30,7.1,"2,319"
Vampire Academy,104,5.5,$7.79M
2 Guns,109,6.7,$75.61M
Gringo,111,6.1,$4.97M
The Return of Jafar,69,5.9,"23,900"
Big Time Rush,25,6.2,"8,455"
