title,runtime,rating,profit
Dragonball Evolution,85,2.6,$9.35M
For Your Eyes Only,127,6.8,$62.30M
Over the Hedge,83,6.7,$155.02M
The Six Million Dollar Man,60,7.1,"7,933"
Tommy Boy,97,7.1,$32.70M
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,88,6.0,$78.66M
Mechanic: Resurrection,98,5.7,$21.20M
Get Smart,25,8.2,"9,854"
The Musketeers,55,7.8,"19,242"
The Return of Jafar,69,5.9,"23,900"
Elektra,97,4.7,$24.41M
The Alamo,162,6.9,$17.26M
Despicable Me 2,98,7.4,$368.06M
The Cowboys,134,7.4,$7.50M
Journey 2: The Mysterious Island,94,5.8,$103.86M
Beyond Skyline,106,5.3,$0.99M
DOA: Dead or Alive,87,4.8,$0.48M
Hercules,98,3.8,$10.68M
The Avengers,89,3.7,$23.32M
The Core,135,5.5,$31.19M
Speed 2: Cruise Control,121,3.8,$48.61M
The Adventures of Buckaroo Banzai Across the 8th Dimension,103,6.4,$6.25M
The BFG,117,6.4,$55.48M
The Sorcerer's Apprentice,109,6.1,$63.15M
Escape the Night,23,6.0,570
Mortal Kombat: Annihilation,95,3.7,$35.93M
Wrecked,30,7.2,"5,442"
The Ten Commandments,220,7.9,$93.74M
King Kong,100,7.9,$10.00M
The Rundown,104,6.7,$47.73M
101 Dalmatians,103,5.7,$136.19M
The Postman,177,6.0,$17.63M
Terry Pratchett's Hogfather,189,7.6,"8,940"
George of the Jungle,92,5.5,$105.26M
Hellboy II: The Golden Army,120,7.0,$75.75M
Doom,105,5.2,$28.03M
A Bad Moms Christmas,104,5.5,$72.11M
The Host,125,5.9,$26.63M
Krull,116,6.1,$16.52M
The Way Back,133,7.3,$2.70M
Escape from L.A.,101,5.7,$25.48M
A Perfect Getaway,98,6.5,$15.48M
Rio,96,6.9,$143.62M
Toy Story of Terror,22,7.6,"11,681"
Toy Story That Time Forgot,22,7.2,"8,199"
Mac and Me,95,3.3,$6.42M
Cheaper by the Dozen 2,94,5.5,$82.57M
Black Death,102,6.4,$0.02M
Three,95,5.0,"8,573"
Eight Legged Freaks,99,5.4,$17.32M
Max Steel,92,4.6,$3.82M
Mad Max: The Wasteland,,,
Paddington,95,7.2,$76.27M
The Spirit,103,4.8,$19.78M
Identity Thief,111,5.7,$134.51M
Live Die Repeat and Repeat,,,
Speed Racer,135,6.0,$43.95M
Backcountry,92,6.0,"15,932"
Where Eagles Dare,158,7.7,"47,533"
Red River,133,7.8,"25,552"
Avengers Assemble,23,7.0,"5,866"
Renegade,43,6.1,"3,935"
Seventh Son,102,5.5,$17.22M
You Only Live Twice,117,6.9,$43.08M
Minions,91,6.4,$336.05M
Vertical Limit,124,5.9,$69.24M
SpaceCamp,107,5.6,$9.70M
Le pacte des loups,142,7.1,$11.26M
Storm Boy,99,6.9,$0.07M
The Iron Giant,86,8.0,$23.16M
Wonder Woman,45,4.6,"1,696"
Stargirl,45,,
Return to the Blue Lagoon,102,5.2,$2.81M
Star Trek II: The Wrath of Khan,113,7.7,$78.91M
Homeward Bound: The Incredible Journey,84,6.9,$41.83M
Gold,120,6.7,$7.22M
Mad Max Beyond Thunderdome,107,6.3,$36.20M
Kubo and the Two Strings,101,7.8,$48.02M
Dune,265,7.1,"16,767"
The AristoCats,78,7.1,$37.68M
2010: The Year We Make Contact,116,6.8,$40.20M
Soul,,,
Dumb and Dumber To,109,5.6,$86.21M
Against All Odds,128,5.9,$25.10M
Hagane no renkinjutsushi,24,8.6,"55,216"
Space Cowboys,130,6.4,$90.46M
Slow West,84,6.9,$0.23M
Due South,46,8.1,"5,596"
Gladiator 2,,,
Cold Skin,108,6.0,"9,175"
Fantasy Island,60,6.6,"5,930"
Night Passage,90,6.7,"3,174"
DragonHeart,103,6.5,$51.37M
Blake's 7,50,8.0,"2,937"
R.I.P.D.,96,5.6,$33.62M
Osmosis Jones,95,6.3,$13.60M
Shingeki no kyojin,98,5.1,$0.45M
Peter Pan,77,7.3,$87.40M
Forbidden Planet,98,7.6,$3.00M
Ace Ventura: When Nature Calls,90,6.4,$108.39M
Chicken Little,81,5.8,$135.39M
The Suite Life on Deck,30,6.3,"13,427"
9,79,7.1,$31.74M
Robin Hood,83,7.6,$32.06M
Rise of the Guardians,97,7.3,$103.41M
Mirror Mirror,106,5.6,$64.94M
The Darjeeling Limited,91,7.2,$11.90M
The Greatest American Hero,60,7.4,"4,016"
The Incredible Hulk,60,7.0,"10,688"
The Secret of NIMH,82,7.6,$10.14M
The Lorax,86,6.4,$214.03M
Ying xiong,107,7.9,$53.71M
Gojira: Fainaru uôzu,106,6.5,"6,750"
Heavy Metal,86,6.7,"28,416"
Untitled Star Trek Sequel,,,
Malibu Rescue,69,4.6,430
Man on a Ledge,102,6.6,$18.62M
Deep Rising,106,6.0,$11.20M
Sliders,60,7.4,"15,060"
Spy Kids 2: Island of Lost Dreams,100,5.2,$85.85M
Seven Years in Tibet,136,7.1,$37.96M
On the Road,124,6.1,$0.72M
Scooby-Doo 2: Monsters Unleashed,93,5.0,$84.22M
Battlestar Galactica,60,7.1,"12,459"
Supergirl,124,4.4,$13.60M
Hard Target,97,6.1,$32.59M
Into the Storm,89,5.8,$47.60M
Future World,90,3.2,"4,345"
Johnny English Reborn,101,6.3,$8.31M
Batman: Arkham Knight,,9.1,"11,371"
Race to Witch Mountain,98,5.7,$67.17M
Crocodile Dundee,97,6.6,$174.64M
Hector and the Search for Happiness,120,7.0,$1.12M
The Climbers,,,
A Goofy Movie,78,6.8,$35.35M
We Bare Bears,30,8.0,"8,862"
Underworld: Evolution,106,6.7,$62.32M
Shrek Forever After,93,6.3,$238.37M
Mighty Morphin Power Rangers: The Movie,95,5.2,$38.19M
Fool's Gold,112,5.7,$70.23M
She-Ra and the Princesses of Power,30,7.1,"3,860"
Eragon,104,5.1,$75.03M
Blue Lagoon: The Awakening,85,5.6,"12,382"
Teen Titans,30,7.8,"23,292"
The Wizard,96,6.1,$14.28M
Dinosaur,82,6.5,$137.75M
Star Trek: The Motion Picture,132,6.4,$82.26M
The Time Machine,103,7.6,"33,067"
Johnny English,88,6.2,$28.08M
Superman III,125,5.0,$59.95M
Beneath the Planet of the Apes,95,6.1,$19.00M
The Road to El Dorado,89,6.9,$50.86M
Chicken Run,84,7.0,$106.83M
Flight of the Navigator,90,6.9,$18.56M
Æon Flux,93,5.5,$25.86M
Mars,60,7.5,"10,594"
The Land Before Time,69,7.4,$48.09M
The Lord of the Rings,,,
Pachamama,72,6.8,223
The Simpsons Movie,87,7.3,$183.14M
Boy Slaves,72,6.3,155
Babylon A.D.,90,5.6,$22.53M
Friday the 13th Part VIII: Jason Takes Manhattan,100,4.6,$14.34M
Knight and Day,109,6.3,$76.42M
The Reef,94,5.8,"15,259"
Queen of the Desert,128,5.7,"8,581"
Deadliest Catch,55,7.9,"7,167"
Emergency!,60,7.9,"3,376"
Ninjago: Masters of Spinjitzu,30,6.7,"2,131"
The Saint,116,6.2,$61.36M
Season of the Witch,95,5.4,$24.83M
Happy Feet,108,6.5,$198.00M
Lord of the Flies,90,6.4,$13.99M
Innerspace,120,6.8,$25.89M
Star Trek: Insurrection,103,6.4,$70.12M
Time Bandits,116,7.0,$42.37M
Untitled Star Trek Project,,,
Le grand bleu,168,7.6,$3.50M
Next,96,6.2,$18.21M
Rio 2,101,6.3,$131.54M
The Legend of Hercules,99,4.2,$18.85M
Sgt. Stubby: An American Hero,84,6.9,$3.14M
Green Lantern Corps,,,
Hagane no renkinjutsushi,135,5.8,"17,334"
Robin Hood,60,7.5,"14,978"
The Dawn Wall,100,8.1,$0.07M
Father Figures,113,5.5,$17.50M
Spider-Man,23,8.3,"23,185"
The Croods 2,,,
Wiedzmin 3: Dziki Gon,,9.7,"12,923"
Green Dolphin Street,141,6.9,"1,197"
National Treasure: Book of Secrets,124,6.5,$219.96M
Bait,93,5.2,"14,679"
Guardians of the Galaxy,22,7.4,"2,345"
Star Trek: First Contact,111,7.6,$92.00M
Assassin's Creed Odyssey,,8.6,"1,872"
Majo no takkyûbin,103,7.9,"99,634"
Alice in Wonderland,75,7.4,"116,858"
Wild Hogs,100,5.9,$168.27M
Dora the Explorer,30,4.0,"4,530"
Wyatt Earp,191,6.7,$25.05M
Kaze no tani no Naushika,117,8.1,$0.50M
Tenkû no shiro Rapyuta,125,8.1,"128,421"
Voltron: Legendary Defender,23,8.2,"6,622"
Dolphin Kick,89,4.8,106
The Black Spot,,,
Dragonslayer,108,6.7,$14.11M
6-Headed Shark Attack,86,3.2,396
Reaper,45,7.8,"22,401"
The Adventures of Baron Munchausen,126,7.2,$8.08M
Lara Croft Tomb Raider: The Cradle of Life,117,5.5,$65.66M
The Wiz,134,5.4,$21.05M
One Hundred and One Dalmatians,79,7.3,$144.88M
Next Gen,106,6.6,"10,877"
Journey to the Center of the Earth,93,5.8,$101.70M
The Delta Force,125,5.6,$17.77M
Rio Lobo,114,6.8,$9.27M
Free Willy,112,5.9,$77.70M
Furia,,,
Tangled: The Series,21,7.6,"1,236"
The Way,123,7.4,$4.43M
Boku no Hero Academia the Movie,96,7.8,$5.75M
Your Highness,102,5.5,$21.60M
Inkheart,106,6.1,$17.30M
Ghost Rider: Spirit of Vengeance,96,4.3,$51.77M
Final Fantasy VII Remake,,,
Mortal Kombat,10,7.6,"7,746"
Spy Kids 4: All the Time in the World,89,3.5,$38.54M
Outlander,115,6.3,$0.16M
Tenacious D in The Pick of Destiny,93,6.8,$8.32M
The Scorpion King: Book of Souls,102,4.7,"1,563"
V,60,7.3,"9,147"
The Black Cauldron,80,6.5,$21.29M
Song of the Sea,93,8.1,$0.86M
Dragons: Race to the Edge,22,8.3,"3,778"
Dragon Ball,24,8.5,"47,268"
Antz,83,6.6,$90.76M
Mission to Mars,114,5.6,$60.88M
Legend of the Guardians: The Owls of Ga'Hoole,97,7.0,$55.68M
Harold & Kumar Escape from Guantanamo Bay,104,6.6,$38.09M
Red Sonja,,,
Agent Cody Banks,102,5.1,$47.81M
T.O.T.S.,,8.6,14
Relic Hunter,60,6.6,"5,462"
Lady and the Tramp,76,7.3,$93.60M
Uncharted 4: A Thief's End,,9.6,"15,889"
The Brothers Grimm,118,5.9,$37.92M
Star Trek Continues,45,8.0,"2,126"
Cowboy Ninja Viking,,,
Lady and the Tramp,,,
Six Days Seven Nights,98,5.8,$74.33M
Underdog,84,4.8,$43.75M
Gnomeo & Juliet,84,6.0,$99.97M
Mirai no Mirai,98,7.1,$0.81M
Explorers,109,6.6,$9.87M
Star Trek: Nemesis,116,6.4,$43.25M
Casanova,112,6.5,$11.29M
Sharknado,86,3.3,"43,469"
Cirque du Freak: The Vampire's Assistant,109,5.9,$14.05M
The Erotic Traveler,,5.9,250
Big Fat Liar,88,5.4,$47.81M
Avatar: The Last Airbender,,,
Turma da Mônica: Laços,97,8.3,72
Gekijô-ban poketto monsutâ - Myûtsû no gyakushû,96,6.1,$85.74M
Galavant,22,8.1,"13,124"
The Walk,123,7.3,$10.14M
The Boss Baby: Back in Business,25,6.4,"1,388"
The Purple Plain,97,6.6,"1,702"
Hannibal Rising,121,6.2,$27.67M
Django/Zorro,,,
Flushed Away,85,6.6,$64.67M
Watership Down,91,7.7,"31,007"
Bushwick,94,5.2,"7,558"
Once Upon a Time in Wonderland,42,7.0,"10,835"
Rugrats,30,7.5,"28,849"
The Darkest Hour,89,4.9,$21.43M
The Saint,91,4.9,"4,346"
Stagecoach,96,7.9,"38,308"
The Return of Swamp Thing,88,4.6,$0.19M
Merlin,182,7.1,"19,412"
Eight Below,120,7.3,$81.61M
Meng long guo jiang,99,7.3,"28,602"
The Beastmaster,118,6.2,$14.06M
Kona fer í stríð,101,7.6,$0.85M
Cool Runnings,98,6.9,$68.86M
The Ghost and the Darkness,110,6.8,$38.62M
The Lion Guard,30,6.7,"1,140"
The Crossing,42,7.3,"7,460"
The Polar Express,100,6.6,$183.37M
Pee-wee's Big Adventure,91,7.0,$40.90M
The Bucket List,97,7.4,$93.47M
Resident Evil: Afterlife,96,5.9,$60.13M
The Edge,117,6.9,$27.78M
Land of the Lost,102,5.4,$49.44M
Without a Paddle,95,5.9,$58.17M
Monster Trucks,104,5.7,$33.37M
Untitled 'Shrek' Reboot,,,
Naked and Afraid XL,42,7.4,799
The 10th Kingdom,417,8.4,"16,434"
Thunderbirds Are Go,22,6.9,"1,309"
All Is Lost,106,6.9,$6.26M
Cloudy with a Chance of Meatballs 2,95,6.4,$119.79M
Superman IV: The Quest for Peace,90,3.7,$15.68M
Early Man,89,6.1,$8.27M
LazyTown,30,6.1,"5,484"
Battlestar Galactica,183,8.6,"61,623"
Far and Away,140,6.6,$58.88M
Alive,120,7.1,$36.73M
Three Kings,114,7.1,$60.65M
Shanghai Knights,114,6.2,$60.48M
Rogue,99,6.2,$0.01M
Solomon Kane,104,6.1,"66,066"
Maverick,127,7.0,$101.63M
Epic Movie,86,2.4,$39.74M
Captain America,97,3.3,"10,256"
Little Monsters,100,6.1,$0.79M
Oliver & Company,74,6.7,$74.15M
Where the Wild Things Are,101,6.8,$77.23M
FernGully: The Last Rainforest,76,6.5,$24.65M
Final Fantasy: The Spirits Within,106,6.4,$32.13M
The Lizzie McGuire Movie,94,5.5,$42.67M
Spirit: Stallion of the Cimarron,83,7.1,$73.28M
Kenpû denki beruseruku,22,8.5,"23,982"
Shang-Chi,,,
Donovan's Reef,109,6.9,"7,134"
The SpongeBob SquarePants Movie,87,7.1,$85.42M
Kung Fu,60,7.8,"4,680"
Nebraska,115,7.7,$17.65M
The Transporter Refueled,96,5.2,$16.03M
Epic,102,6.7,$107.52M
Snatched,90,4.5,$45.83M
The Last of Us: Part II,,,
The Man from U.N.C.L.E.,50,7.8,"4,247"
Walkabout,100,7.7,"20,859"
Zardoz,105,5.9,"17,782"
The SpongeBob Movie: Sponge Out of Water,92,6.0,$162.99M
Justice League,22,8.6,"36,810"
Zoom,83,4.3,$11.63M
Jue di tao wang,107,5.7,"17,061"
Home,94,6.6,$177.40M
Star Trek: Generations,118,6.6,$75.67M
Gojira: hoshi wo kû mono,91,4.9,"2,541"
Megalodon,88,3.0,"1,139"
Da hong zha,120,3.3,"2,576"
The Man from Snowy River,102,7.3,$20.66M
My Little Pony: The Movie,99,6.1,$21.89M
Corvette Summer,105,5.6,$15.50M
Real World/Road Rules Challenge,30,7.5,"1,896"
Titanic II,90,1.6,"10,032"
The Eagle,114,6.2,$19.49M
The Forbidden Kingdom,104,6.6,$52.08M
Lexx,93,7.4,"6,805"
Enemy Mine,108,6.9,$4.27M
The Legend of Zorro,129,6.0,$46.46M
Stargate Origins,10,4.0,"4,296"
Brother Bear,85,6.8,$85.34M
Atlantis,45,6.7,"10,046"
Alvin and the Chipmunks: The Road Chip,92,5.1,$85.89M
Horizon Zero Dawn,,9.2,"5,944"
The Lost World,60,7.3,"3,174"
Black Panther 2,,,
Cutthroat Island,124,5.6,$10.02M
House of the Dead,90,2.0,$10.25M
Double Dragon,96,3.7,$2.34M
Code Geass: Fukkatsu No Lelouch,112,7.9,$0.52M
Ratatoing,44,1.5,"1,038"
Black Sea,114,6.4,$1.17M
Letters to Juliet,105,6.6,$53.03M
Mutant X,60,6.1,"3,573"
The Muppets,103,7.1,$88.63M
Kari-gurashi no Arietti,94,7.6,$19.20M
Puss in Boots,90,6.6,$149.26M
Ben 10,22,7.2,"10,126"
Spies of Warsaw,120,6.8,"1,967"
The Wonderful World of Disney,120,7.5,398
Harley Quinn,,,
Teenage Mutant Ninja Turtles,24,7.9,"7,469"
Children of Dune,266,7.6,"11,170"
Star Trek VI: The Undiscovered Country,110,7.3,$74.89M
The Guardian,139,6.9,$55.01M
Little Big Man,139,7.6,$31.56M
Shi mian mai fu,119,7.6,$11.05M
Section Zéro,52,6.0,253
Ramona and Beezus,103,6.6,$26.16M
Daylight,114,5.9,$33.02M
Junglee,115,5.5,$0.30M
Spies Like Us,102,6.4,$60.09M
The Bounty,132,7.1,$8.60M
The Fall Guy,60,7.1,"5,512"
The Curse of the Were-Rabbit,85,7.5,$56.11M
Titan A.E.,94,6.6,$22.75M
The Elder Scrolls V: Skyrim,,9.5,"23,248"
The Pink Panther,93,5.6,$82.23M
Act of Valor,110,6.5,$70.01M
Seaquest DSV,60,6.7,"5,651"
Minions: The Rise of Gru,,,
Babe: Pig in the City,97,5.8,$18.32M
The Mexican,123,6.1,$66.81M
The Leisure Seeker,112,6.7,$3.23M
Star Trek III: The Search for Spock,105,6.7,$76.47M
The River Wild,111,6.4,$46.82M
Star Trek IV: The Voyage Home,119,7.3,$109.71M
Destiny 2,,7.7,"1,707"
Horton Hears a Who!,86,6.8,$154.53M
Last Knights,115,6.2,"36,001"
The Mission,125,7.5,$17.22M
The Christmas Chronicles,104,7.1,"35,326"
Hilda,24,8.7,"3,602"
The Comancheros,107,6.9,"7,413"
Lagaan: Once Upon a Time in India,224,8.1,$0.07M
Gargoyles,30,8.1,"12,590"
Wiedzmin 3: Dziki Gon Krew i wino,,9.8,"3,590"
Babes in Toyland,140,5.4,"2,637"
Shaft in Africa,112,6.0,"2,225"
James and the Giant Peach,79,6.7,$28.93M
Time Trap,87,6.6,"7,261"
Primeval,60,7.3,"12,493"
The Banana Splits Adventure Hour,60,7.4,"1,333"
Yu-Gi-Oh!,24,7.2,"16,124"
Big Hero 6: The Series,21,7.2,835
Call of the Wild,,,
Barney's Great Adventure,76,3.0,$11.14M
Carmen Sandiego,22,8.0,"1,916"
Zombeavers,77,4.8,$0.01M
"Honey, I Blew Up the Kid",89,4.8,$58.66M
Early Edition,41,7.5,"10,548"
Crash Team Racing: Nitro-Fueled,,9.1,57
Pete's Dragon,128,6.4,$40.10M
Blood Drive,60,7.3,"4,961"
Joan of Arc,158,6.4,$14.28M
Ice Age: Continental Drift,88,6.6,$161.32M
TMNT,87,6.3,$54.15M
The Mercy,112,6.0,"5,527"
The Wild Wild West,50,8.2,"3,762"
Timeline,116,5.6,$19.48M
Mortal Kombat,,,
Re: Zero kara hajimeru isekai seikatsu,24,8.0,"5,618"
Kon-Tiki,118,7.2,$1.52M
The Deep,123,6.2,$6.84M
The Fox and the Hound,83,7.3,$63.46M
Almost Heroes,90,5.8,$6.11M
Justice League Unlimited,23,8.8,"6,098"
Extremely Loud & Incredibly Close,129,6.9,$31.85M
G-Force,88,5.1,$119.44M
Airborne,91,6.2,$2.85M
The Mosquito Coast,117,6.6,$14.30M
The Little Vampire,95,5.8,$13.56M
Lean on Pete,121,7.2,$1.16M
Battle Beyond the Stars,104,5.5,"6,854"
The Smurfs,103,5.5,$142.61M
Penguins of Madagascar,92,6.7,$83.35M
The Lion King 1½,77,6.6,"32,176"
Goblin Slayer,30,7.7,"1,895"
An American Tail,80,6.9,$47.48M
Ravenous,101,7.0,$2.06M
The Dukes of Hazzard: The Beginning,95,4.5,"4,495"
Urban Myths,22,7.5,556
Destination Tokyo,135,7.2,"4,273"
Teenage Mutant Ninja Turtles,30,7.9,"27,953"
Overlord,30,7.8,"3,475"
The Fantastic Four,90,3.9,"4,514"
The Rescuers,78,6.9,$71.22M
Jabberwocky,105,6.2,"11,993"
RWBY,13,8.0,"4,387"
Star Wars: Resistance,30,4.9,"2,204"
Agora,127,7.2,$0.62M
Tremors: A Cold Day in Hell,98,5.1,"3,390"
Baby's Day Out,99,6.1,$16.67M
Bedknobs and Broomsticks,117,7.1,$18.53M
The Descent: Part 2,94,5.8,"40,098"
Anacondas: The Hunt for the Blood Orchid,97,4.6,$32.24M
Lassie,30,6.7,"2,541"
Flesh+Blood,126,6.7,$0.10M
The Professionals,52,,
Gone,94,5.9,$11.65M
"Crouching Tiger, Hidden Dragon: Sword of Destiny",96,6.1,"15,862"
Fanboys,90,6.6,$0.69M
Inuyasha,24,7.9,"13,124"
Le Petit Prince,108,7.7,$1.34M
Gen: Lock,30,7.8,650
Planes,91,5.7,$90.29M
Seeking a Friend for the End of the World,101,6.7,$6.62M
The Night Before,101,6.4,$43.04M
Turbo,96,6.4,$83.03M
The Last Sharknado: It's About Time,86,3.6,"2,567"
Swiss Family Robinson,126,7.2,$40.36M
The Humanity Bureau,95,5.1,"7,523"
The Muppet Movie,95,7.6,$76.66M
Fitzcarraldo,158,8.1,"27,628"
Looney Tunes: Back in Action,91,5.7,$20.99M
Super Dragon Ball Heroes,10,7.5,"1,031"
The Luminaries,,,
The Adventures of Robin Hood,102,8.0,$3.98M
The Treasure of the Sierra Madre,126,8.2,$5.01M
The Philadelphia Experiment,89,4.1,"2,245"
Shanghai Noon,110,6.6,$56.94M
Vice,96,4.2,"14,467"
The Eagle Has Landed,135,6.9,"17,271"
Project X-Traction,,,
Open Season,86,6.1,$85.11M
Tian jiang xiong shi,127,6.0,$0.07M
Chi bi,146,7.4,$0.63M
La guerre du feu,100,7.4,$20.96M
Kingu Kongu tai Gojira,97,5.9,$2.73M
City of Ember,90,6.5,$7.87M
Leviathan,98,5.8,$15.70M
The Brave Little Toaster,90,7.3,"22,293"
Tarzan the Ape Man,115,3.3,$36.57M
Scooby-Doo on Zombie Island,77,7.8,"9,398"
Deathstalker,80,4.5,$11.92M
The Borrowers,89,5.9,$22.36M
Highlander: Endgame,87,4.6,$12.80M
Extortion,108,6.2,"5,852"
Sorcerer,121,7.8,"14,925"
Jeremiah Johnson,108,7.6,$47.74M
Land of the Lost,30,7.2,"2,230"
River of No Return,91,6.7,"9,425"
Red Dead Redemption,,9.5,"20,000"
El ministerio del tiempo,70,8.2,"3,510"
Phil of the Future,25,7.1,"6,250"
Bloodstained: Ritual of the Night,,8.8,29
Ice Age: Dawn of the Dinosaurs,94,7.0,$196.57M
Jem and the Holograms,118,4.1,$2.18M
Starcrash,92,3.9,"5,383"
Fantastic Beasts and Where to Find Them 3,,,
Toys,118,5.0,$21.45M
Bean,89,6.4,$45.32M
Open Water,79,5.7,$30.61M
Hellfighters,121,6.6,"4,755"
Young Sherlock Holmes,109,6.8,$19.74M
Ultraviolet,88,4.4,$18.50M
The Young Indiana Jones Chronicles,45,7.3,"6,583"
The Lord of the Rings,132,6.2,$0.92M
Norm of the North: Keys to the Kingdom,91,3.4,400
To Have and Have Not,100,7.9,"28,101"
Fly Away Home,107,6.8,$24.51M
The Missing,137,6.5,$26.90M
Major Payne,95,6.2,$29.41M
V,197,7.9,"12,104"
El barco,75,7.4,"3,768"
Charlie's Angels,60,4.5,"3,872"
Rob Roy,139,6.9,$31.60M
Nim's Island,96,6.0,$48.01M
Coop and Cami Ask the World,30,5.6,171
Samurai chanpurû,24,8.6,"34,710"
Fallout 4,,8.8,"8,730"
Sahara,111,4.9,$1.40M
"20,000 Leagues Under the Sea",127,7.2,$28.20M
Black Water,90,6.0,"11,866"
Danny Phantom,30,7.1,"13,173"
Broken Arrow,108,6.0,$70.77M
Roar,102,6.3,$2.00M
The Conqueror,111,3.5,$4.50M
Monte Carlo,109,5.8,$23.19M
Disenchanted,,,
Expedition Unknown,60,8.3,"1,700"
The Man Who Would Be King,129,7.9,"40,959"
Red Shoes and the Seven Dwarfs,,,
Hudson Hawk,100,5.8,$17.22M
Smurfs: The Lost Village,90,6.0,$45.02M
Odd Squad,27,6.5,659
Sailor Moon,24,7.7,"10,752"
Hidalgo,136,6.7,$67.29M
The Cave,97,5.1,$15.01M
Untitled Pirates of the Caribbean Project,,,
Neverland,180,6.5,"9,524"
I Spy,97,5.4,$33.56M
Luna Park,,,
Ultimate Spider-Man,23,7.2,"9,235"
Hotel Transylvania 4,,,
L'Empereur de Paris,110,6.3,"1,322"
Sky Captain and the World of Tomorrow,106,6.1,$37.76M
The African Queen,105,7.9,$0.54M
Zeruda no densetsu: Buresu obu za wairudo,,9.4,"2,990"
Fainaru fantajî sebun adobento chirudoren,101,7.3,"53,330"
Bubble Boy,84,5.6,$5.00M
El tiempo entre costuras,853,8.4,"3,015"
The Rescuers Down Under,77,6.9,$27.93M
Airwolf,60,6.8,"8,683"
The Flight of the Phoenix,142,7.6,"17,616"
"Hello, Dolly!",146,7.2,$33.14M
Quest for Camelot,86,6.3,$22.72M
Le Mans,106,6.8,"7,952"
Runaway Train,111,7.3,$7.94M
The Master of Disguise,80,3.3,$40.36M
Spider-Man: Reinforcements,,,
Triassic Attack,84,3.2,"1,189"
"Tomorrow, When the War Began",103,6.2,"29,229"
Dragon Ball Z: Doragon bôru zetto,24,8.7,"58,651"
Batman: Gotham by Gaslight,78,6.8,"10,597"
On - drakon,110,6.9,"3,153"
Around the World in 80 Days,175,6.8,$42.00M
The Chronicles of Narnia: The Silver Chair,,,
Gulliver's Travels,85,4.9,$42.78M
The East,116,6.8,$2.27M
The Jewel of the Nile,106,6.1,$75.97M
Herbie Fully Loaded,101,4.8,$66.02M
Bleach,108,6.4,"8,546"
Cannibal ferox,93,5.2,"8,261"
Sinbad: Legend of the Seven Seas,86,6.7,$26.48M
Batman Beyond,23,8.1,"21,799"
Jûbê ninpûchô,94,7.9,"31,686"
Inspector Gadget,78,4.1,$97.40M
Kim Possible,30,7.2,"20,610"
Gwendoline,105,5.2,$1.34M
The Pagemaster,80,6.0,$56.30M
The Sword in the Stone,79,7.2,$22.18M
Singularity,92,3.9,$0.00M
The Physician,150,7.2,"33,029"
Around the World in 80 Days,120,5.9,$24.01M
In the Name of the King: A Dungeon Siege Tale,127,3.8,$4.54M
On the Rocks,,,
Tru Calling,43,7.5,"14,316"
Taxi 5,102,4.7,"6,092"
Batman and Harley Quinn,74,5.9,"9,312"
DuckTales,23,8.1,"26,564"
Robin Hood: The Rebellion,92,5.6,"3,206"
Stuart Little 2,77,5.5,$64.96M
Klondike,274,7.5,"5,539"
Disneyland,120,8.5,"1,457"
Big City Greens,22,6.8,388
ParaNorman,92,7.0,$56.00M
The Clan of the Cave Bear,98,5.4,$1.95M
Grand Theft Auto: San Andreas,,9.4,"30,935"
The NeverEnding Story II: The Next Chapter,90,5.1,$17.37M
Winx Club,25,5.9,"3,084"
Ice Age: The Meltdown,91,6.8,$195.33M
BloodRayne,95,2.9,$2.41M
Adventures of Superman,30,7.8,"2,910"
Toki o kakeru shôjo,98,7.8,"52,676"
Orca,92,5.7,$14.72M
Fantasy Island,,,
The Odyssey,176,7.0,"12,710"
Kingsglaive: Final Fantasy XV,110,6.8,$0.23M
Batman: Mask of the Phantasm,76,7.9,$5.62M
Camp Nowhere,96,6.0,$10.47M
Ironclad,121,6.2,"38,527"
Science Fiction Volume One: The Osiris Child,95,5.6,"6,336"
Batman: The Movie,105,6.5,"27,611"
Noragami,24,7.9,"7,980"
Cowboy Bebop,,,
Courage the Cowardly Dog,11,8.3,"33,255"
King Solomon's Mines,173,6.0,"3,016"
G.I. Joe: Ever Vigilant,,,
Shogun,60,8.1,"10,610"
The Animatrix,100,7.4,"67,911"
Troop Beverly Hills,105,5.7,$8.51M
Teenage Mutant Ninja Turtles III,96,4.8,$42.66M
Executive Decision,133,6.4,$56.57M
Meitantei Conan: Konjo no fisuto,,6.8,129
Pilgrimage,96,5.8,"3,662"
Sayonara no asa ni yakusoku no hana o kazarô,115,7.4,"2,097"
Blue World Order,115,5.8,"2,732"
Star Trek: Renegades,88,5.0,"3,263"
Big Game,90,5.4,$0.02M
Knights of Badassdom,86,5.7,$0.09M
The Librarian: Quest for the Spear,92,6.3,"17,038"
Underground,43,7.7,"4,359"
Beowulf & Grendel,103,5.9,$0.07M
He-Man and the Masters of the Universe,30,7.5,"14,714"
The Water Horse,112,6.5,$40.41M
Flyboys,140,6.5,$13.08M
Fire and Ice,81,6.6,$0.76M
Dungeons & Dragons,107,3.7,$15.22M
Meari to majo no hana,103,6.8,$2.42M
Mr. Peabody & Sherman,92,6.8,$111.51M
Mighty Joe Young,114,5.6,$50.63M
Galaxy of Terror,81,5.1,"5,677"
"Batman: The Dark Knight Returns, Part 1",76,8.1,"47,358"
